Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Trial_number,Skin_site,raw_Confidence_NotReverseCoded,raw_Response,logTransformed_RT_dec_NaNOutlier,logTransformed_RT_conf_NaNOutlier
12,44,1.78,93.62,2284,1688,11,3,6.38,1.78,7.733683571,7.431299675
12,50,4.7,82.24,1507,1509,12,4,17.76,4.7,7.317876199,7.319202459
12,49,2.97,86.59,2568,1336,13,5,13.41,2.97,7.850882665,7.197435354
12,49,3.34,91.49,1263,2293,14,6,8.51,3.34,7.141245122,7.737616283
12,50,4.96,62.64,3027,1496,15,7,37.36,4.96,8.015327309,7.310550159
12,44.5,1.6,99,1895,1836,16,8,1,1.6,7.546974118,7.515344571
12,50,4.98,90.7,1623,1874,17,1,9.3,4.98,7.392031568,7.535830463
12,50,4.59,95.36,1909,1812,18,2,4.64,4.59,7.554334824,7.502186487
12,49,3.97,86.83,2222,1725,19,3,13.17,3.97,7.70616297,7.452982329
12,44.5,0.95,100,2387,640,20,4,-8.88,0.95,7.777792626,6.461468176
12,50,2.82,100,2034,1861,21,5,-1.85,2.82,7.617759577,7.528869257
12,45,1.16,94.18,2589,2796,22,6,5.82,1.16,7.85902698,7.935945103
12,48.5,2.77,98.76,1298,977,23,7,1.24,2.77,7.168579897,6.884486652
12,49,4,87.93,2368,1201,24,8,12.07,4,7.769800996,7.090909822
13,41,1.89,90.78,1736,2294,1,1,9.22,1.89,7.459338895,7.738052298
13,44,1.81,85.56,2527,4061,2,2,14.44,1.81,7.834788107,8.309184528
13,47,2.72,84.61,2965,2200,3,3,15.39,2.72,7.994632311,7.696212639
13,48.5,3.08,80.98,3166,2375,4,4,19.02,3.08,8.06022424,7.772752716
13,43,1.73,81.77,2374,3528,5,5,18.23,1.73,7.772331575,8.168486417
13,50,3.77,84.53,2791,2047,6,6,15.47,3.77,7.934155234,7.624130586
13,43.5,1.83,80.11,3284,3214,7,7,19.89,1.83,8.096817471,8.075271546
13,50,4.75,NaN,3200,12501,8,8,23.85,4.75,8.070906089,NaN
13,48.5,3.99,81.61,3881,2392,9,1,18.39,3.99,8.263848131,7.779885115
13,44,1.74,91.02,2576,3618,10,2,8.98,1.74,7.853993087,8.193676666
13,44,1.87,86.12,2152,1608,11,3,13.88,1.87,7.674152921,7.38274645
13,50,3.15,80.9,2485,1878,12,4,19.1,3.15,7.818027939,7.53796266
13,48,2.62,82.32,4714,1775,13,5,17.68,2.62,8.458292083,7.481555702
13,34,0,100,2117,1921,14,6,-2.16,-1.35,7.657755271,7.560601163
13,50,3.95,77.02,3742,1780,15,7,22.98,3.95,8.227375507,7.484368643
13,38,0.38,70.54,4596,6890,16,8,29.46,0.38,8.432941639,8.837826364
13,50,4,66.35,3902,1118,17,1,33.65,4,8.269244521,7.019296654
13,50,4.47,84.85,2326,1939,18,2,15.15,4.47,7.751905333,7.569927655
13,48,3.29,85.96,2631,1292,19,3,14.04,3.29,7.875119281,7.163946684
13,43,0.98,95.52,2277,2817,20,4,4.48,0.98,7.730614066,7.943427768
13,50,3.9,80.82,2854,11249,21,5,19.18,3.9,7.956476798,9.328034515
13,44,1.03,100,2326,1456,22,6,-8.41,1.03,7.751905333,7.283448229
13,48.5,1.83,75.68,3548,1465,23,7,24.32,1.83,8.174139343,7.289610521
13,48.5,4.08,NaN,6625,1160,24,8,29.3,4.08,NaN,NaN
14,41,1,100,2513,4367,1,1,-1.53,1,7.829232538,8.381831553
14,44,1,100,2499,2355,2,2,-3.98,1,7.823645931,7.764296006
14,47,0.99,NaN,2499,5904,3,3,-0.98,0.99,7.823645931,NaN
14,45,1.02,100,3762,2009,4,4,-6.51,1.02,8.23270601,7.605392365
14,46,1,100,3596,2050,5,5,-14.34,1,8.187577396,7.625595072
14,48,1.01,100,4256,1615,6,6,-12.6,1.01,8.356085031,7.387090236
14,48,1,100,2513,2617,7,7,-0.42,1,7.829232538,7.869783903
14,50,1.97,100,2270,1913,8,8,-2.56,1.97,7.72753511,7.556427969
14,49,1.98,100,3708,2618,9,1,-3.03,1.98,8.218247927,7.870165946
14,48,1.47,100,2110,2247,10,2,-1.77,1.47,7.654443226,7.717351272
14,48,1.01,100,3436,1801,11,3,-3.35,1.01,8.142063283,7.496097345
14,50,1.98,100,3165,2065,12,4,-17.1,1.98,8.059908335,7.632885505
14,49,1.98,100,2971,2543,13,5,-0.82,1.98,7.996653875,7.841099765
14,38,0.33,100,3748,2452,14,6,-6.75,0.33,8.228977643,7.804659297
14,50,1.98,100,2507,2502,15,7,-16.23,1.98,7.826842098,7.824845691
14,47.5,1.48,100,3749,2282,16,8,-10.07,1.48,8.229244417,7.73280753
14,50,1.51,100,5402,2580,17,1,-17.5,1.51,8.594524534,7.855544678
14,50,1.53,100,5033,1821,18,2,-2.08,1.53,8.523771507,7.50714108
14,48.5,2.01,100,3160,1746,19,3,-16.08,2.01,8.058327307,7.465082736
14,47,1,100,2937,2210,20,4,-3.9,1,7.985143931,7.700747795
14,50,1.98,100,3658,1350,21,5,-18.05,1.98,8.204671829,7.207859871
14,46.5,0.99,100,3526,1400,22,6,-3.51,0.99,8.167919363,7.244227516
14,49,1.99,100,3180,996,23,7,-8.01,1.99,8.064636476,6.903747258
14,48.5,2,100,3965,1084,24,8,-18.21,2,8.285261134,6.988413182
15,41,0.78,100,4394,2452,1,1,-9.2,0.78,8.387995253,7.804659297
15,44,4.07,NaN,14603,1134,2,2,-17.97,4.07,NaN,NaN
15,46,6.01,100,2347,1330,3,3,-2.95,6.01,7.760893196,7.192934221
15,45,4.98,NaN,3881,9083,4,4,-17.58,4.98,8.263848131,NaN
15,42.5,1.45,100,3700,1497,5,5,-18.68,1.45,8.216088099,7.311218384
15,47,8.19,100,5055,4122,6,6,-6.91,8.19,8.528133131,8.324093761
15,42.5,1.28,100,3569,1392,7,7,-9.99,1.28,8.180040723,7.238496841
15,45.5,7.83,100,3791,3566,8,8,-3.35,7.83,8.240385116,8.179199798
15,45,5.47,100,2596,1456,9,1,-12.44,5.47,7.861727078,7.283448229
15,42.5,1.13,100,11326,1309,10,2,-0.9,1.13,9.334856247,7.177018766
15,43,1.16,100,3770,1102,11,3,-16.47,1.16,8.23483028,7.00488199
15,46.5,6.97,100,1492,969,12,4,-13.47,6.97,7.307872781,6.876264612
15,45,7.01,100,1888,806,13,5,-1.45,7.01,7.543273347,6.692083743
15,45,5.52,100,2249,1559,14,6,-6.35,5.52,7.718240952,7.351799869
15,47,8.84,100,5492,1079,15,7,-18.92,8.84,8.611047767,6.983789965
15,43,1.5,100,3666,1112,16,8,-3.19,1.5,8.206856428,7.013915475
15,47,8.98,100,3436,1344,17,1,-17.81,8.98,8.142063283,7.203405521
15,46.5,8.98,100,2992,887,18,2,-17.89,8.98,8.003697339,6.787844982
15,45,1.88,100,10555,3009,19,3,-18.6,1.88,9.26435496,8.009363077
15,43,1.17,100,2852,1287,20,4,-17.81,1.17,7.955775782,7.160069208
15,46.5,7.93,100,5680,1493,21,5,-10.23,7.93,8.644706512,7.308542798
15,43,1.34,100,3172,1316,22,6,-14.49,1.34,8.062117583,7.182352112
15,45,2.18,100,2576,1056,23,7,-14.26,2.18,7.853993087,6.962243464
15,45,2.83,100,2145,728,24,8,-11.73,2.83,7.670894831,6.590301048
16,41,0,100,2826,17328,1,1,-0.34,-0.64,7.946617563,9.760078969
16,44,1.03,90.07,6263,7491,2,2,9.93,1.03,8.742414583,8.921457579
16,47,5.08,80.34,3048,23389,3,3,19.66,5.08,8.022240917,10.06002111
16,47,7.25,NaN,1388,34916,4,4,19.58,7.25,7.235619141,NaN
16,43.5,6.21,77.1,1749,18447,5,5,22.9,6.21,7.466799475,9.822657035
16,46.5,8.05,71.17,2075,4893,6,6,28.83,8.05,7.637716433,8.495560891
16,43.5,6.2,80.03,1798,2927,7,7,19.97,6.2,7.494430215,7.981733287
16,46,7.97,78.21,1729,2310,8,8,21.79,7.97,7.455298486,7.745002804
16,44.5,5.82,72.6,2541,6324,9,1,27.4,5.82,7.840312983,8.752107198
16,42.5,5.08,77.5,2138,17613,10,2,22.5,5.08,7.667626092,9.776392545
16,43,5.46,75.05,4499,8655,11,3,24.95,5.46,8.411610429,9.065892468
16,46,5.55,76.63,1388,2192,12,4,23.37,5.55,7.235619141,7.692569648
16,44,5.93,75.68,1319,5534,13,5,24.32,5.93,7.184629153,8.61866616
16,44,5.02,79,1895,2832,14,6,21,5.02,7.546974118,7.948738455
16,46,7.19,80.34,2062,4146,15,7,19.66,7.19,7.631431665,8.329899293
16,42,4.24,70.7,944,4397,16,8,29.3,4.24,6.850126166,8.388677769
16,46,7.27,70.46,3339,4337,17,1,29.54,7.27,8.11342664,8.374938144
16,46,7.28,67.78,1458,1802,18,2,32.22,7.28,7.284820913,7.496652438
16,43.5,6.57,79.79,1242,3070,19,3,20.21,6.57,7.124478262,8.029432841
16,40,6.02,80.66,1305,2589,20,4,19.34,6.02,7.17395832,7.85902698
16,46.5,8.02,79.08,1908,5371,21,5,20.92,8.02,7.553810852,8.58876939
16,40,3.97,76.31,1673,1916,22,6,23.69,3.97,7.422373701,7.557994959
16,42.5,5.13,80.58,5811,9092,23,7,19.42,5.13,8.667507952,9.115150185
16,42.5,4.13,75.52,2207,2424,24,8,24.48,4.13,7.699389406,7.793174347
17,41,0.43,100,3624,5560,1,1,-4.93,0.43,8.195333667,8.623353387
17,44,1.55,NaN,46977,4684,2,2,17.84,1.55,NaN,NaN
17,47,6,96.23,3985,2407,3,3,3.77,6,8.290292591,7.786136438
17,46.5,5.98,100,3166,2162,4,4,-17.42,5.98,8.06022424,7.678788998
17,43.5,3.98,100,1694,2326,5,5,0.53,3.98,7.434847875,7.751905333
17,48.5,7.52,NaN,3347,21995,6,6,2.34,7.52,8.115819701,NaN
17,43,5.43,96.87,1631,3551,7,7,3.13,5.43,7.396948603,8.174984533
17,49,7.97,100,1951,18341,8,8,0.21,7.97,7.576097341,9.81689427
17,45.5,5.41,100,1971,1675,9,1,-6.75,5.41,7.586296307,7.423568444
17,42.5,3.02,100,11950,8190,10,2,0.76,3.02,9.388486557,9.010669177
17,42,3.04,100,2735,11239,11,3,0.68,3.04,7.913886715,9.327145152
17,48.5,6.98,100,1665,2448,12,4,-4.38,6.98,7.417580402,7.803026644
17,45.5,3.92,100,4479,1909,13,5,-2.24,3.92,8.407155086,7.554334824
17,45.5,5.02,100,1507,2799,14,6,0.13,5.02,7.317876199,7.93701749
17,49,7.98,100,3971,3825,15,7,0.05,7.98,8.286773231,8.249313746
17,42.5,2,100,7923,1927,16,8,-2.87,2,8.977525201,7.563719668
17,49,7.97,100,6763,1745,17,1,-14.65,7.97,8.819221858,7.464509835
17,49,8.94,100,1472,4957,18,2,-6.83,8.94,7.294377299,8.508555998
17,45.5,4.43,100,3492,1599,19,3,-6.83,4.43,8.158229917,7.377133713
17,42.5,4.5,100,1701,3108,20,4,-0.03,4.5,7.438971592,8.041734711
17,48.5,7.37,100,2395,3761,21,5,-8.33,7.37,7.78113851,8.232440158
17,42.5,0.13,100,2971,1402,22,6,-5.88,0.13,7.996653875,7.245655068
17,45.5,1.98,100,3540,2875,23,7,0.13,1.98,8.171882006,7.963807953
17,45.5,4.49,100,2894,1338,24,8,-2.4,4.49,7.970394907,7.198931241
18,41,1.33,100,3680,2581,1,1,-1.77,1.33,8.210668031,7.8559322
18,44,4,100,3429,1419,2,2,-15.44,4,8.140023952,7.257707677
18,47,6.77,100,6992,1159,3,3,-18.68,6.77,8.852521917,7.055312843
18,45,5.99,100,5388,910,4,4,-16.79,5.99,8.591929538,6.8134446
18,41.5,1,100,2896,1268,5,5,-17.1,1,7.971085754,7.145196135
18,47.5,6.97,100,2207,809,6,6,-16.55,6.97,7.699389406,6.695798917
18,42,1.77,100,2429,1195,7,7,-18.84,1.77,7.795234929,7.085901464
18,48.5,7.84,100,4520,1253,8,8,-16.63,7.84,8.416267273,7.133295955
18,45,1.99,100,7332,1025,9,1,-17.97,1.99,8.900003609,6.932447892
18,42,1.83,100,2562,1012,10,2,-18.84,1.83,7.848543482,6.91968385
18,42,0.88,NaN,4833,7673,11,3,19.02,0.88,8.483222672,NaN
18,48.5,7.97,100,4694,1914,12,4,-16.55,7.97,8.454040376,7.556950572
18,45.5,6.73,100,2521,1196,13,5,-18.76,6.73,7.832410927,7.086737935
18,45.5,3.98,100,1902,1295,14,6,-17.18,3.98,7.550661243,7.166265974
18,48.5,7.51,100,2506,726,15,7,-15.44,7.51,7.826443135,6.587550015
18,42,1.82,100,3777,719,16,8,-16.71,1.82,8.236685323,6.577861358
18,48.5,7.25,100,2645,1106,17,1,-18.76,7.25,7.880426344,7.008505182
18,49,7.73,100,1887,1291,18,2,-9.83,7.73,7.542743545,7.163172391
18,45.5,2.58,100,6284,894,19,3,-15.92,2.58,8.745761999,6.795705775
18,42.5,2,100,1916,852,20,4,-18.45,2,7.557994959,6.747586527
18,49,7.73,100,1812,813,21,5,-5.72,7.73,7.502186487,6.70073111
18,42.5,1.48,100,1929,988,22,6,-17.81,1.48,7.564757013,6.895682698
18,45.5,4.51,85.88,2436,1362,23,7,14.12,4.51,7.798112629,7.216709487
18,45.5,4.7,100,2923,915,24,8,-18.29,4.7,7.980365765,6.818924065
19,41,0.96,100,1229,2235,1,1,-13.47,0.96,7.11395611,7.711996507
19,44,1.95,93.31,1353,5905,2,2,6.69,1.95,7.210079628,8.683554729
19,47,3.95,80.9,1888,5761,3,3,19.1,3.95,7.543273347,8.65886635
19,49,7.97,91.25,2853,3932,4,4,8.75,7.97,7.956126351,8.276903481
19,43.5,1.99,100,1311,1630,5,5,0.29,1.99,7.178545484,7.396335294
19,49.5,7.96,98.76,2013,2598,6,6,1.24,7.96,7.607381426,7.862497197
19,43.5,4.02,80.74,3811,2912,7,7,19.26,4.02,8.245646901,7.976595409
19,49.5,8.24,100,3110,6761,8,8,-3.11,8.24,8.042378005,8.818926087
19,46,4.46,97.89,1805,2208,9,1,2.11,4.46,7.498315871,7.699842407
19,43,0,100,1430,1281,10,2,-17.74,-1.3,7.265429723,7.155396302
19,43.5,3.02,98.45,1124,2951,11,3,1.55,3.02,7.02464903,7.989899375
19,49.5,7.99,100,1492,1321,12,4,-0.82,7.99,7.307872781,7.186144305
19,46.5,7.48,86.59,1332,1961,13,5,13.41,7.48,7.194436851,7.581209826
19,46,4.55,93.78,1486,2598,14,6,6.22,4.55,7.303843225,7.862497197
19,49.5,7.98,87.93,1701,2014,15,7,12.07,7.98,7.438971592,7.607878073
19,43,1.49,NaN,4541,12034,16,8,1.71,1.49,NaN,NaN
19,49.5,7.95,90.54,1395,2045,17,1,9.46,7.95,7.240649694,7.623153068
19,49.5,7.56,88.72,1375,1441,18,2,11.28,7.56,7.22620901,7.273092596
19,46.5,2.95,70.07,1138,1015,19,3,29.93,2.95,7.037027615,6.922643891
19,43,1,97.18,1090,2018,20,4,2.82,1,6.993932975,7.609862201
19,49.5,7.56,100,999,1670,21,5,-9.91,7.56,6.906754779,7.420578905
19,43.5,4,96.55,1151,7927,22,6,3.45,4,7.048386409,8.978029933
19,46.5,5.43,100,1194,1168,23,7,-6.19,5.43,7.085064294,7.063048163
19,46.5,7.94,96.95,1340,1891,24,8,3.05,7.94,7.200424893,7.544861069
20,41,1.03,100,1554,4853,1,1,-6.11,1.03,7.348587531,8.487352349
20,44,1.08,100,1478,1455,2,2,-13.94,1.08,7.298445102,7.28276118
20,47,7.9,100,1652,1682,3,3,-13.23,7.9,7.409741954,7.427738841
20,45,7.08,100,1047,3562,4,4,-0.98,7.08,6.953684211,8.178077464
20,43,0.99,98.68,1750,1203,5,5,1.32,0.99,7.467371067,7.092573716
20,46,8.05,100,1256,5039,6,6,-2.95,8.05,7.135687347,8.524962929
20,43,0.32,100,930,1969,7,7,-17.81,0.32,6.835184586,7.585281079
20,45.5,6.67,100,1971,1231,8,8,-7.38,6.67,7.586296307,7.115582126
20,44.5,7.48,99.16,1298,1926,9,1,0.84,7.48,7.168579897,7.563200592
20,43.5,7.51,100,2048,1068,10,2,-10.86,7.51,7.624618986,6.97354302
20,43,5.45,100,1742,3606,11,3,-2.32,5.45,7.462789157,8.190354404
20,45.5,8.21,100,1284,1391,12,4,-12.99,8.21,7.157735484,7.237778192
20,44,7.4,100,673,1414,13,5,-0.58,7.4,6.51174533,7.254177846
20,44,1.55,NaN,2929,9436,14,6,-0.42,1.55,7.982416347,NaN
20,45,1.07,100,2729,789,15,7,-11.17,1.07,7.911690521,6.670766321
20,43.5,1.5,100,3458,949,16,8,-15.13,1.5,8.148445666,6.855408799
20,45,4.98,100,1200,3289,17,1,-4.61,4.98,7.090076836,8.098338846
20,45,6.08,100,833,1325,18,2,-11.96,6.08,6.725033642,7.189167738
20,44.5,1.59,100,1624,1054,19,3,-1.21,1.59,7.392647521,6.960347729
20,43.5,1.64,100,1937,663,20,4,-17.02,1.64,7.568895663,6.49677499
20,45,6.62,100,1610,1016,21,5,-3.82,6.62,7.383989458,6.923628628
20,43.5,4.03,100,999,903,22,6,-2.64,4.03,6.906754779,6.805722553
20,44.5,1.55,100,1020,1107,23,7,-15.44,1.55,6.927557906,7.009408933
20,44.5,4.57,100,1326,969,24,8,-0.5,4.57,7.189922171,6.876264612
21,41,0.97,100,17013,15493,1,1,-18.92,0.97,9.741733037,9.648143588
21,44,1.99,100,10228,28750,2,2,-15.21,1.99,9.232884336,10.26639305
21,47,4.98,100,4735,7711,3,3,-18.13,4.98,8.462737006,8.95040316
21,47,6.93,100,5638,28287,4,4,-10.23,6.93,8.637284672,10.25015761
21,43,2.99,100,1645,4021,5,5,-16.71,2.99,7.405495663,8.299285907
21,48.5,7.88,NaN,73394,4325,6,6,-18.68,7.88,NaN,NaN
21,43,1.96,100,1708,17215,7,7,-13.55,1.96,7.443078374,9.753536376
21,48.5,7.99,100,35374,646,8,8,-17.34,7.99,10.47373237,6.470799504
21,45.5,1.98,100,1395,13676,9,1,-17.02,1.98,7.240649694,9.523397751
21,43,1.05,100,2839,1274,10,2,-18.53,1.05,7.951207156,7.149916836
21,43,0.95,100,3555,22071,11,3,-18.45,0.95,8.176110342,10.00201981
21,48.5,7.45,100,12611,1761,12,4,-18.29,7.45,9.442324728,7.473637108
21,46,4.92,100,1319,10755,13,5,-5.64,4.92,7.184629153,9.283126042
21,46,2.45,100,13540,24918,14,6,-13.55,2.45,9.513403546,10.12334571
21,48.5,7.49,NaN,2458,46591,15,7,-3.59,7.49,7.80710329,NaN
21,43.5,1.05,100,3720,2373,16,8,-17.81,1.05,8.221478947,7.771910256
21,48.5,7,100,1589,12376,17,1,-16.47,7,7.370860167,9.423514392
21,48.5,7.97,100,1721,3145,18,2,-8.01,7.97,7.450660796,8.053569169
21,46,4,100,1388,2432,19,3,-4.06,4,7.235619141,7.796469243
21,43.5,1.95,100,4450,2137,20,4,-18.76,1.95,8.400659375,7.667158255
21,48.5,7.95,100,3200,2258,21,5,-3.03,7.95,8.070906089,7.722234745
21,43.5,2,100,1485,8569,22,6,-8.64,2,7.303170051,9.055906319
21,46,2.94,100,1499,5718,23,7,-11.1,2.94,7.312553498,8.651374373
21,46,4.99,100,2027,4555,24,8,-17.89,4.99,7.614312146,8.42398081
22,41,0.99,100,4284,2670,1,1,0.01,0.99,8.362642432,7.889833751
22,44,2.48,100,5958,2307,2,2,0.01,2.48,8.692490133,7.743703258
22,47,4.99,100,7492,2786,3,3,0.01,4.99,8.921591064,7.932362154
22,47,5.95,100,5624,3374,4,4,0.01,5.95,8.634798433,8.123854263
22,43,2.5,100,4215,1223,5,5,0.01,2.5,8.34640487,7.109062136
22,50,8.25,100,21291,2614,6,6,0.01,8.25,9.966039727,7.868636894
22,43,5.43,80.48,2819,2646,7,7,19.52,5.43,7.944137491,7.880804345
22,49.5,8.26,NaN,38366,1558,8,8,0.01,8.26,NaN,NaN
22,46,4,90.64,3791,2488,9,1,9.36,4,8.240385116,7.819234454
22,43,2.97,100,9526,1998,10,2,0.58,2.97,9.161780181,7.599901959
22,42.5,2.02,100,1798,1501,11,3,0.25,2.02,7.494430215,7.313886832
22,49.5,8.34,100,5631,1746,12,4,0.01,8.34,8.636042325,7.465082736
22,46,5.99,100,1840,933,13,5,0.01,5.99,7.517520851,6.838405201
22,45.5,4.99,100,1951,2368,14,6,0.01,4.99,7.576097341,7.769800996
22,49,8.4,98.85,6777,1679,15,7,1.15,8.4,8.821289805,7.425953657
22,42,5.45,80.48,6013,1800,16,8,19.52,5.45,8.701679071,7.495541944
22,48,5.97,100,5131,1152,17,1,0.01,5.97,8.543055851,7.049254841
22,48.5,8.33,100,14214,3102,18,2,0.01,8.33,9.561982673,8.039802344
22,45.5,6.99,100,2756,712,19,3,0.01,6.99,7.921535632,6.568077911
22,42.5,4.54,100,1819,925,20,4,0.01,4.54,7.506042179,6.829793738
22,48,7.96,NaN,3534,5809,21,5,0.01,7.96,8.170185653,NaN
22,42,3.51,100,2291,1657,22,6,0.01,3.51,7.736743682,7.412764017
22,45,7,100,2867,880,23,7,0.01,7,7.961021466,6.779921907
22,45,6.5,100,3368,1102,24,8,0.01,6.5,8.122074375,7.00488199
23,41,3.51,NaN,2957,11202,1,1,8.62,3.51,7.99193052,NaN
23,44,5.93,91.29,4763,4658,2,2,8.71,5.93,8.468633001,8.44634145
23,47,7.47,91.13,7478,1792,3,3,8.87,7.47,8.919720656,7.491087594
23,43,6.38,71.54,4548,2847,4,4,28.46,6.38,8.422442855,7.954021087
23,38.5,1.96,91.38,2950,4289,5,5,8.62,1.96,7.989560449,8.363808885
23,47.5,7.94,91.38,4229,7629,6,6,8.62,7.94,8.349720837,8.939712054
23,38.5,3.97,80.16,2235,3012,7,7,19.84,3.97,7.711996507,8.010359589
23,47,7.85,NaN,9728,4185,8,8,8.79,7.85,NaN,NaN
23,42.5,6.43,80.56,2707,1335,9,1,19.44,6.43,7.90359629,7.196686571
23,37.5,2.97,80.89,3853,2288,10,2,19.11,2.97,8.256607345,7.735433352
23,37,0.97,80.16,4930,2689,11,3,19.84,0.97,8.503094267,7.896924656
23,46.5,7.58,90.16,4756,1896,12,4,9.84,7.58,8.467162258,7.547501683
23,42,6.98,77.47,5507,2014,13,5,22.53,6.98,8.613775289,7.607878073
23,42,5.93,90.97,3499,1671,14,6,9.03,5.93,8.160232492,7.421177529
23,46,7.49,92.51,5458,3560,15,7,7.49,7.49,8.604837701,8.177515824
23,37.5,4.95,92.43,2076,4318,16,8,7.57,4.95,7.638198244,8.370547611
23,47,8.09,90.81,3284,1941,17,1,9.19,8.09,8.096817471,7.570958583
23,47,8.03,91.13,4130,2889,18,2,8.87,8.03,8.326032686,7.9686657
23,41,6.38,80.48,3582,1205,19,3,19.52,6.38,8.183676583,7.094234846
23,35,2.45,81.13,4423,1355,20,4,18.87,2.45,8.394573478,7.211556733
23,47,7.94,91.05,3686,1199,21,5,8.95,7.94,8.212297138,7.089243155
