Subj_idx,Stimulus,Response,Confidence,Correct,RT_dec,RT_conf
12,2,1,2,0,3.731877077,3.384686261
13,2,1,1,0,2.338798416,0.360022711
13,1,1,2,1,3.750908683,0.195265938
13,2,1,2,0,1.803403986,0.254012737
13,1,1,2,1,13.72696265,1.108268443
13,1,2,2,0,7.619412201,0.255430054
13,1,1,2,1,6.207790857,0.31137441
13,2,2,2,1,6.582164949,1.291166217
13,1,1,2,1,1.978531244,0.227480269
13,2,2,2,1,4.944333696,0.128457975
13,1,2,1,0,1.854924243,1.75288117
13,1,1,2,1,5.534779077,1.717860197
13,1,1,1,1,2.482061706,5.135266974
13,1,2,2,0,7.930181056,1.143086475
13,1,2,2,0,12.63932228,0.789811648
13,1,2,2,0,6.914895215,0.681226432
13,2,2,2,1,1.613033342,0.330306179
13,2,2,2,1,2.314660644,1.045983484
13,2,2,1,1,3.643337235,3.975935007
13,2,1,2,0,6.409365207,0.236935423
13,1,2,2,0,4.808691165,1.523011803
13,1,2,1,0,3.126073076,1.262479315
13,2,2,1,1,1.490392524,0.127636883
13,2,1,1,0,3.154404949,0.668650195
13,1,2,2,0,9.007910941,0.445036056
13,1,2,2,0,2.496209681,0.22773826
13,1,2,2,0,7.859308687,2.492886591
13,2,2,2,1,4.209997541,0.447447547
13,1,1,2,1,2.723304597,0.764921364
13,1,2,2,0,7.965874297,0.318576226
13,2,2,1,1,1.412477426,4.006999809
13,1,1,2,1,2.273215093,0.122200881
13,2,1,2,0,2.932791755,0.261287332
13,1,1,2,1,3.698203908,1.380334474
13,2,2,1,1,3.335833621,0.274115495
13,2,2,2,1,6.908598466,1.740911421
13,2,1,2,0,2.415241613,0.445647209
13,2,2,2,1,7.677622491,0.192403779
13,2,2,2,1,7.790847344,0.288255539
13,2,1,2,0,3.788542688,11.85179943
13,1,1,2,1,3.914314852,3.335241595
13,2,2,1,1,1.826686143,1.420427089
13,1,1,1,1,1.253275621,0.286165486
13,2,2,2,1,7.355527232,0.690511769
13,2,2,2,1,11.80618683,0.78575564
14,2,2,2,1,3.474516524,0.191206198
14,2,1,2,0,3.11421996,1.714447067
14,1,1,2,1,1.849461182,1.434300278
14,1,1,2,1,4.781735555,0.221385061
14,2,1,2,0,1.658537234,0.116803134
14,2,1,2,0,3.293882352,0.23437231
14,1,1,1,1,7.068832235,6.13323757
14,2,1,2,0,2.437368176,0.229635636
14,2,1,2,0,1.853136035,0.151036139
14,1,1,1,1,2.178799312,1.528517784
14,1,1,2,1,5.505948018,0.109977341
14,2,1,2,0,1.594806033,0.173650225
14,2,2,2,1,4.248091544,0.238425052
14,1,1,2,1,1.778491775,0.864077552
14,2,1,2,0,2.503437156,0.206762626
14,2,2,2,1,3.589158227,0.901035556
14,1,1,2,1,1.348902046,0.149801702
14,2,1,2,0,2.199269695,0.704903272
14,1,1,2,1,3.195656423,0.404055168
14,1,1,2,1,2.598197237,0.355791288
14,1,1,2,1,1.303965921,0.228953103
14,2,1,2,0,2.083214874,0.282338078
14,1,1,2,1,2.263053613,0.454668491
14,1,1,2,1,3.45383387,0.149003003
14,1,2,2,0,3.503809447,0.564421898
14,1,1,2,1,1.607704175,0.231218104
14,2,2,2,1,4.879764608,0.599832423
14,2,1,2,0,1.57365685,0.212578849
14,2,1,1,0,3.794513799,1.58669775
14,2,2,2,1,3.904242013,1.35077143
14,1,1,2,1,1.67319046,0.185523868
14,2,1,2,0,2.333199595,0.214191642
14,1,1,2,1,1.475469644,0.170555268
14,1,1,2,1,2.244229613,0.217556253
14,2,2,1,1,4.834219662,4.002157699
14,2,1,2,0,1.837962628,0.863251328
14,1,1,2,1,1.755167631,0.337676412
14,1,1,2,1,0.772680683,0.171441208
14,2,1,2,0,1.591196494,0.816169634
14,1,1,2,1,1.333493975,0.236289747
14,1,1,2,1,5.539632384,0.239733201
14,1,1,2,1,5.408898211,6.435361166
14,2,1,2,0,1.944085035,0.28275049
14,2,1,2,0,1.689421956,0.539412182
15,2,1,1,0,2.360722038,0.283269271
15,1,1,2,1,2.011626849,0.692045251
15,2,2,2,1,1.611611827,1.627973018
15,2,1,2,0,1.141732607,2.340771369
15,1,1,2,1,1.431023841,0.374173951
15,2,1,2,0,2.321967896,5.703147255
15,2,2,2,1,1.613086993,0.622497361
15,1,2,2,0,1.757191903,0.350176138
15,2,1,2,0,3.414188656,0.602474846
15,2,2,1,1,3.211064494,0.582925392
15,1,1,2,1,1.290178107,0.389552164
15,2,1,2,0,0.668652061,0.258371989
15,1,2,2,0,1.602632533,0.276981386
15,1,1,2,1,0.854486638,0.368710424
15,2,1,1,0,3.255336281,1.792498858
15,2,1,1,0,0.964462579,0.266877756
15,2,1,1,0,2.554530072,0.301548831
15,2,2,1,1,2.680206598,0.34371657
15,1,2,2,0,1.711318053,0.4116596
15,1,1,2,1,0.761516632,0.381409358
15,2,2,2,1,6.702467055,0.980948333
15,1,2,1,0,1.751288904,0.860818377
15,1,1,1,1,2.072531814,0.64000948
15,1,1,2,1,1.201522566,0.23049405
15,2,2,2,1,3.313225133,1.788768488
15,1,2,1,0,1.8161701,0.495173519
15,2,2,2,1,1.592075436,0.362114163
15,1,1,2,1,0.82179738,0.283235214
15,2,1,1,0,4.699231206,0.59806101
15,1,1,2,1,2.680448727,0.273976936
15,1,1,2,1,1.354153303,0.289472248
15,1,1,2,1,1.121564068,0.195875226
15,1,1,2,1,1.792347703,0.292932031
15,2,1,2,0,3.7980277,1.202649235
15,1,1,2,1,1.082244492,1.179634866
15,2,1,2,0,0.786168985,0.240761432
15,2,1,2,0,0.832241576,0.192525077
15,1,1,2,1,1.061996644,0.601189091
15,2,1,2,0,0.792294052,0.224883566
15,1,1,2,1,1.113104488,0.329082472
15,1,1,2,1,1.680264448,0.480394796
15,2,2,1,1,1.462022396,0.378057343
15,2,1,2,0,1.356678627,0.604333033
15,1,1,2,1,1.544855649,0.841808698
16,2,2,2,1,6.521635074,0.714510048
16,2,1,2,0,0.87138947,0.419087216
16,2,2,2,1,3.092540333,1.223017448
16,1,1,2,1,1.632022961,0.766697909
16,2,1,2,0,1.17221518,0.672562978
16,1,1,2,1,2.085758393,0.528622754
16,1,1,2,1,2.193012134,0.58604974
16,2,1,2,0,4.272413595,0.634721368
16,1,2,2,0,3.322293534,0.570353821
16,1,2,1,0,4.210865753,0.878044513
16,1,1,2,1,2.778346685,0.814770045
16,1,2,2,0,5.641012985,1.301499379
16,1,2,2,0,2.794357978,1.597994296
16,1,1,2,1,3.421128283,0.318189473
16,2,2,2,1,4.203863611,0.411141752
16,1,1,2,1,1.211366339,0.673684982
16,2,2,2,1,1.482516572,0.399700115
16,2,2,2,1,2.633096445,0.445590759
16,1,2,2,0,1.238391929,0.406673798
16,1,1,2,1,2.331742157,0.664848912
16,2,1,2,0,1.21300759,0.605607592
16,2,2,2,1,4.501809435,0.603811453
16,2,2,1,1,3.13462223,2.332699009
16,1,2,2,0,1.796772269,0.812670662
16,1,2,2,0,2.792471799,0.454993662
16,2,1,2,0,1.212297066,1.146629767
16,1,1,1,1,26.96066316,11.64898784
16,1,1,2,1,1.362343695,0.44165185
16,2,2,2,1,1.686854177,0.732549346
16,1,2,2,0,3.072508487,1.184170933
16,2,1,2,0,2.042395405,0.702429732
16,2,1,2,0,2.782711068,1.066200541
16,2,1,2,0,1.154804764,1.024552517
16,1,1,2,1,1.213431665,0.759447107
16,2,2,2,1,2.35252978,4.343778152
16,2,2,2,1,1.607701843,0.869875115
16,2,1,2,0,2.510812055,0.663473116
16,1,1,2,1,1.962281087,1.422094932
16,1,2,2,0,1.608785591,0.993905725
16,2,1,2,0,2.011962284,2.31783911
16,2,2,2,1,3.352640347,0.971057907
16,2,2,2,1,3.132327838,1.00856315
16,1,1,2,1,3.871363344,2.364782712
16,1,2,2,0,2.29691526,0.484337437
17,2,1,2,0,1.642445697,0.000313974
17,1,1,2,1,1.06234001,-0.023517754
17,1,1,2,1,1.572275456,0.021117926
17,1,1,2,1,0.927634271,0.000517381
17,2,1,2,0,0.954196596,0.03992933
17,1,1,2,1,0.999308137,0.000575231
17,2,2,2,1,1.415453418,0.000414278
17,2,2,2,1,1.425702605,0.000306043
17,1,1,2,1,0.782883218,-0.024118178
17,2,2,2,1,1.459358046,0.010947116
17,1,1,2,1,1.033358728,0.000326104
17,2,1,2,0,2.162637329,0.000266855
17,1,1,2,1,1.214153853,-0.024095318
17,1,1,2,1,1.382823875,0.000323771
17,1,1,2,1,0.873278448,0.000381155
17,1,2,2,0,3.312272479,0.089106209
17,2,1,2,0,1.592451459,0.022435872
17,2,2,2,1,2.152846273,-0.024139638
17,2,1,2,0,2.326928971,0.010077971
17,2,1,2,0,1.574817109,0.168362579
17,2,1,2,0,1.142082504,-0.024058462
17,2,2,2,1,1.17000523,0.00030791
17,1,1,2,1,1.651871926,0.000266388
17,1,1,2,1,0.853293255,0.011557336
17,1,2,2,0,2.588366526,0.004325195
17,2,1,2,0,2.257877934,1.182188649
17,2,1,2,0,0.702408272,0.000389552
17,1,1,2,1,1.350199931,0.007213013
17,2,2,2,1,3.087280679,0.053680755
17,1,2,2,0,4.263100733,0.12641131
17,2,1,2,0,1.102198427,0.027152486
17,2,1,2,0,1.653898064,-0.023599863
17,1,1,2,1,0.914325116,-0.024725132
17,2,1,2,0,0.963562643,0.00743788
17,1,1,2,1,3.121669971,3.603686423
17,2,1,2,0,0.92444834,0.0144013
17,2,2,2,1,1.981958836,0.000279918
17,1,1,2,1,1.132442138,0.409826138
17,1,1,2,1,0.79261689,-0.023515421
17,1,2,2,0,3.215454537,0.000239796
17,2,1,2,0,0.901615452,0.00038582
17,1,1,2,1,0.66751093,-0.023625056
17,2,1,2,0,0.672840097,-0.024095318
17,1,1,2,1,1.692461862,0.010065841
18,1,2,2,0,5.623244274,1.045945228
18,2,1,2,0,1.883316764,0.121701228
18,1,2,2,0,3.222826171,0.369094844
18,2,1,2,0,2.504288106,0.814181752
18,2,1,2,0,3.723669889,0.665463332
18,2,1,2,0,2.366376843,1.127752116
18,2,1,2,0,2.243947829,0.950705556
18,1,1,2,1,2.224551863,0.207521203
18,2,1,2,0,1.863724856,0.443056104
18,1,2,1,0,4.594026929,0.473477096
18,1,1,2,1,3.725937689,0.113600409
18,1,1,2,1,2.217317856,0.234480545
18,2,1,2,0,3.103122156,0.337995052
18,2,1,2,0,2.883588284,0.757664964
18,2,1,2,0,3.913451306,0.27987107
18,2,1,2,0,2.993948179,0.492644929
18,1,1,2,1,1.972889035,0.451699497
18,2,2,1,1,3.333065234,1.668837273
18,2,2,1,1,3.677800705,2.285576726
18,1,1,2,1,3.307061344,0.590615198
18,2,1,2,0,3.934021993,0.309748555
18,1,1,2,1,12.87086556,3.722619731
18,2,2,1,1,2.713176707,0.232168425
18,2,1,2,0,2.612841599,0.093136091
18,1,2,2,0,3.87407528,1.11709145
18,2,1,2,0,2.253694564,0.7613986
18,1,1,1,1,3.738361838,1.12211224
18,1,1,2,1,1.823277211,0.992923213
18,2,2,2,1,3.202466355,0.353311683
18,2,2,1,1,3.973096175,0.575095627
18,2,1,2,0,2.884554,1.158185237
18,1,1,2,1,2.272817143,0.128147267
18,1,1,2,1,2.54346679,0.18555186
18,2,1,2,0,1.697205535,1.402255297
18,1,1,1,1,2.585857997,1.075449023
18,1,1,2,1,2.742627784,0.105906404
18,1,1,2,1,1.894465887,5.812939383
18,2,1,2,0,2.402934098,0.665598625
18,2,1,2,0,1.532420304,0.200436019
18,1,1,2,1,4.750052601,0.70993386
18,1,1,2,1,2.652519003,0.364447277
18,1,2,1,0,2.237989314,0.441718098
18,1,1,2,1,2.177757551,0.346335201
18,1,1,2,1,3.82347362,0.66087408
19,2,1,2,0,1.234222554,2.770536047
19,1,1,2,1,2.362968378,1.361426498
19,1,1,2,1,1.422969209,0.657028944
19,1,1,2,1,3.103705784,0.653459526
19,1,1,2,1,1.667766121,1.019295195
19,2,1,2,0,2.432729473,2.024241808
19,2,1,2,0,1.06824674,0.486315989
19,1,1,2,1,2.293861358,0.406818422
19,2,2,1,1,0.983427938,1.949397874
19,1,2,1,0,0.763539504,2.957681572
19,2,1,2,0,1.185995063,0.435178287
19,2,1,2,0,1.292947426,0.55992362
19,2,2,2,1,3.147420068,1.623956665
19,1,1,2,1,1.337765986,0.505228163
19,1,2,2,0,4.888742502,2.311008184
19,2,1,2,0,1.273422699,0.840192173
19,2,1,2,0,1.697871272,0.534290621
19,2,1,1,0,2.218221058,1.059669128
19,1,1,2,1,1.784179237,0.667955999
19,2,1,2,0,1.23010823,0.555177148
19,1,1,2,1,1.302407712,0.47679832
19,1,2,1,0,3.510785463,1.207357451
19,2,2,1,1,4.064085297,1.529525955
19,2,1,2,0,1.451843655,1.833103723
19,2,2,1,1,4.733578044,0.880467201
19,1,1,2,1,1.526905458,0.565870005
19,2,2,2,1,6.113582214,2.136531269
19,1,2,2,0,4.028463434,0.450608751
19,2,2,1,1,1.103656332,1.355268308
19,1,2,1,0,2.947855527,2.041642893
19,2,1,2,0,2.943862967,0.783027842
19,1,1,2,1,2.54415912,0.494222731
19,1,1,2,1,2.394557093,1.024955132
19,2,1,2,0,1.743334109,0.592403406
19,1,1,2,1,1.817968572,0.422571259
19,2,1,2,0,2.042822746,0.663579952
19,1,1,2,1,1.544751146,0.337706737
19,2,2,2,1,4.18340769,0.588506018
19,2,1,2,0,1.053317795,6.318934521
19,1,1,2,1,1.179420729,0.340772302
19,2,1,2,0,1.504345023,0.611140166
19,1,2,1,0,1.223666857,0.902577436
19,1,1,2,1,1.914024671,0.925858659
19,1,1,2,1,2.372564424,1.435445141
20,1,1,2,1,1.198646411,0.211978892
20,1,1,2,1,2.682756182,0.133101344
20,2,1,2,0,0.942834736,0.216778082
20,1,1,2,1,1.567279391,0.872983134
20,1,1,2,1,0.942322953,0.131835183
20,2,1,2,0,1.573245371,0.36876874
20,1,1,2,1,0.802956118,0.137749378
20,1,1,2,1,3.115277116,0.423828556
20,1,2,2,0,2.523311315,1.422463491
20,1,2,1,0,1.946740521,0.392408725
20,1,1,2,1,3.885798701,0.224614378
20,1,1,2,1,1.614045711,0.322100391
20,1,1,2,1,3.708348593,0.320126971
20,1,1,2,1,9.026518472,0.17971231
20,2,1,2,0,1.342775114,0.840460894
20,2,1,2,0,0.897691472,0.131741877
20,2,1,2,0,1.705631058,0.242796434
20,1,1,1,1,2.312753471,0.704257595
20,2,1,2,0,1.510686092,0.576510144
20,2,1,2,0,3.193759048,4.124133713
20,1,1,1,1,1.098517043,0.291441936
20,2,1,1,0,2.177675908,0.181945587
20,1,1,2,1,2.344868898,0.152415667
20,2,2,2,1,2.353589735,0.423205739
20,2,2,2,1,1.633918937,0.256113986
20,2,2,1,1,4.800125683,1.320928468
20,1,2,2,0,1.912812161,0.512037162
20,1,2,2,0,4.913145729,1.192040353
20,2,1,1,0,1.146997859,1.855486877
20,1,1,2,1,3.523319712,0.350427131
20,1,1,2,1,1.238648053,0.306512239
20,2,1,2,0,6.703541939,0.97717271
20,1,1,2,1,0.889957345,0.228480042
20,2,1,2,0,1.992953538,0.714972846
20,2,1,2,0,1.333302231,0.860615436
20,2,1,2,0,0.853274594,0.140765024
20,2,2,2,1,4.393256875,0.548700319
20,2,1,2,0,1.442352578,0.284041377
20,1,1,2,1,1.242588828,0.392109679
20,1,2,2,0,1.472808093,0.244893484
20,2,1,2,0,5.263889634,0.321649257
20,2,2,1,1,1.510312402,2.234970868
20,2,1,2,0,1.102132646,0.226351268
20,2,1,2,0,3.858249665,0.296950716
21,2,2,1,1,3.353495962,0.3509851
21,1,1,2,1,0.662127179,0.081280176
21,2,2,1,1,1.442699676,1.166508124
21,2,1,2,0,0.697795228,0.035749225
21,2,1,2,0,3.213880933,5.190069732
21,1,1,2,1,1.192489154,0.219764337
21,2,1,2,0,0.883481915,0.02069805
21,1,1,2,1,1.688721695,0.131375184
21,1,1,2,1,0.697141154,0.10286743
21,1,2,1,0,1.633121171,0.348333813
21,1,1,2,1,0.802961716,0.035186124
21,1,1,1,1,2.092779196,6.184137343
21,1,1,2,1,1.377227854,0.199413852
21,2,1,2,0,1.542251481,0.172130738
21,1,2,2,0,4.674411835,0.678624596
21,1,1,2,1,1.943457553,0.482609878
21,2,1,2,0,1.832758958,0.140636262
21,1,2,1,0,1.658592284,0.95344595
21,1,1,2,1,1.073233474,0.058202826
21,2,1,2,0,0.766961498,0.039580366
21,2,1,2,0,0.942962565,0.000409146
21,1,2,2,0,1.583731089,0.225565166
21,1,2,2,0,1.704709662,0.345887799
21,2,1,2,0,0.784957875,0.000387686
21,1,2,2,0,3.103312033,0.359623828
21,1,2,1,0,3.125209064,1.174963039
21,1,2,1,0,2.425079788,0.636084567
21,1,1,2,1,4.554576725,0.276455141
21,2,1,2,0,1.70334693,0.202400108
21,2,2,1,1,1.402646715,1.609907595
21,2,1,2,0,0.707852205,0.223002052
21,2,1,2,0,0.887870092,0.031455754
21,2,2,2,1,2.563411861,0.208001728
21,1,1,2,1,0.89757204,0.055879508
21,2,1,2,0,3.751170406,1.055161986
21,1,1,2,1,0.805270104,0.045676508
21,2,1,2,0,0.713470621,0.075323993
21,1,1,2,1,1.478336934,0.129273469
21,2,1,2,0,0.892722932,0.081356687
21,1,1,2,1,2.093212135,0.245515835
21,2,1,2,0,1.082824855,0.116693033
21,2,2,1,1,1.583157257,0.625782662
21,2,1,2,0,1.499223928,5.686679229
21,2,1,2,0,1.013211183,0.18022316
22,1,1,1,1,7.120484986,1.649688568
22,1,1,2,1,1.285580458,0.424958957
22,2,1,1,0,7.455911326,1.015453324
22,1,1,2,1,1.480385932,0.648648674
22,1,1,2,1,1.582482189,0.641735639
22,2,1,2,0,1.640588443,0.794644427
22,1,1,1,1,6.612159533,1.260561879
22,1,2,1,0,12.09917018,1.182296417
22,2,1,2,0,2.23217309,0.413956791
22,2,1,1,0,6.571494952,0.350285773
22,2,1,2,0,1.535509662,0.199656448
22,1,1,2,1,1.281619623,1.517346268
22,2,2,2,1,8.425755323,1.300623237
22,2,1,2,0,2.342451342,0.22493675
22,2,1,2,0,3.499689525,0.39447825
22,2,2,1,1,5.727828067,0.533856282
22,1,2,1,0,7.279807155,5.422701421
22,1,2,2,0,3.069668722,0.387458846
22,2,2,1,1,10.92703805,2.450790698
22,1,1,2,1,1.185944678,0.5196192
22,1,2,2,0,5.9178964,0.661153998
22,2,2,1,1,8.064932981,1.919786311
22,2,2,1,1,5.25196094,1.220860682
22,1,1,2,1,1.520044675,1.858823963
22,2,2,2,1,5.780711056,1.311119685
22,1,1,2,1,2.120537237,0.351897632
22,2,1,2,0,2.971846809,0.892311453
22,2,1,2,0,6.410848305,1.170000565
22,2,2,2,1,5.011711291,1.540481934
22,1,1,2,1,3.251442626,1.402887445
22,1,2,2,0,2.444658167,1.231771874
22,2,1,2,0,3.142571427,1.672209349
22,1,1,2,1,9.15011521,0.461028222
22,1,1,2,1,4.47082161,2.715046557
22,2,1,2,0,1.875944664,0.268885232
22,1,1,2,1,1.521477854,0.287628523
22,2,1,2,0,2.921635167,0.701865232
22,1,1,2,1,2.417479555,0.991293159
22,1,1,2,1,1.110205474,0.449068271
22,1,2,2,0,4.296076906,0.769248892
22,1,1,2,1,4.504218593,0.727401659
22,2,2,1,1,5.93754849,2.57113759
22,2,1,2,0,1.769503617,1.47310154
22,2,1,2,0,1.870204951,0.378871904
23,2,1,1,0,15.33211118,1.125532369
23,1,1,2,1,3.050079147,0.642992936
23,1,1,2,1,1.959191262,0.551052094
23,1,1,2,1,6.363231967,0.482250651
23,1,1,2,1,5.259052189,1.319533545
23,2,1,2,0,5.218426797,0.904373108
23,2,1,2,0,1.754401123,1.039412415
23,1,2,2,0,5.679288001,3.454997394
23,2,1,2,0,21.40037472,0.436955298
23,1,2,1,0,7.500969215,4.539811531
23,1,1,2,1,1.230554232,0.365298693
23,1,1,2,1,1.640717672,0.413844824
23,1,2,2,0,4.760786513,1.099948822
23,1,1,2,1,1.866145678,0.286610556
23,2,1,2,0,2.659885504,0.641572354
23,1,2,1,0,8.461846048,0.821766122
23,2,1,2,0,2.397086616,0.713623176
23,1,1,2,1,5.547709877,1.402044426
23,1,1,1,1,10.57432772,0.989392984
23,2,1,2,0,12.65295101,2.260943967
23,2,1,2,0,2.061004335,0.432833509
23,2,1,1,0,6.777910946,0.99107389
23,1,1,1,1,5.468104075,1.927997697
23,1,1,2,1,8.055877642,1.111571472
23,1,1,1,1,6.103308767,1.110555837
23,2,1,2,0,5.71824695,1.06317883
23,1,1,2,1,2.795659596,1.645731465
23,2,1,2,0,2.585481041,0.556584201
23,2,2,1,1,2.366633434,1.62287525
23,2,1,1,0,5.798325812,0.801927887
23,2,1,2,0,2.37509628,0.733208086
23,2,1,2,0,1.369179286,0.797650277
23,2,1,2,0,2.500843719,1.563803279
23,1,1,1,1,4.172451711,1.02917909
23,2,1,2,0,1.800809615,0.531983632
23,2,1,2,0,2.864834263,1.24785828
23,2,1,2,0,9.199881315,1.236866844
23,1,1,2,1,1.310678348,0.439260887
23,2,1,2,0,1.856075638,0.577042921
23,2,1,2,0,1.343943304,0.471086599
23,1,2,1,0,9.204653912,4.291022059
23,1,2,1,0,5.955333529,1.729115222
23,2,1,2,0,2.599845485,0.753502587
23,1,1,2,1,2.171278856,0.551600266
24,1,1,2,1,4.983414408,1.834893797
24,2,1,2,0,1.855833975,0.889911159
24,2,2,1,1,1.864396192,0.821980726
24,1,1,2,1,2.105024197,0.624560354
24,2,1,1,0,2.479284922,0.360311492
24,1,1,2,1,1.386393759,4.153055279
24,2,1,2,0,2.084519757,0.680738908
24,2,1,2,0,2.715580734,0.777024073
24,1,1,2,1,2.969344811,0.482901459
24,1,2,1,0,1.275497355,0.810119212
24,1,1,1,1,2.977226827,0.633438878
24,2,1,2,0,1.607027241,0.99202701
24,2,2,1,1,1.803409118,0.491140371
24,2,1,2,0,2.894281141,1.776904175
24,2,2,2,1,2.811529998,1.033982945
24,2,1,2,0,1.723601776,0.333900322
24,1,1,2,1,1.678524292,2.448997358
24,2,1,1,0,3.053135382,0.287810003
24,1,1,2,1,1.211504898,0.432527932
24,1,1,2,1,1.298508458,0.975850099
24,2,1,2,0,1.081829281,0.833709278
24,1,1,2,1,6.41634029,0.766215517
24,2,1,2,0,2.478981211,0.45004425
24,2,2,2,1,1.485027901,0.363056086
24,1,2,1,0,1.431197857,2.145276365
24,2,1,2,0,1.619235853,0.311277838
24,2,2,2,1,2.042759765,1.138228037
24,1,1,1,1,3.394060706,0.351721284
24,2,2,2,1,1.866487177,1.263155317
24,1,1,2,1,2.788859461,0.398083123
24,1,1,2,1,1.722811475,1.665916798
