Subj_idx,Stimulus,Response,Confidence,Condition,Exp
7007,3,1,0,-1,2b
7007,6,1,0,-1,2b
7007,20,1,1,1,2b
7007,-6,0,0,1,2b
7007,10,1,0,1,2b
7007,-3,1,0,1,2b
7007,-10,1,0,1,2b
7007,3,1,0,1,2b
7007,6,0,0,1,2b
7007,-20,0,1,1,2b
7007,30,1,1,1,2b
7007,0,0,0,1,2b
7007,-30,0,1,1,2b
7007,3,1,0,1,2b
7007,-20,0,1,1,2b
7007,30,1,1,1,2b
7007,20,1,1,1,2b
7007,-10,0,1,1,2b
7007,-3,0,0,1,2b
7007,6,0,0,1,2b
7007,-30,0,1,1,2b
7007,0,0,0,1,2b
7007,10,1,0,1,2b
7007,-6,0,0,1,2b
7007,-20,0,1,-1,2b
7007,6,1,0,-1,2b
7007,3,1,0,-1,2b
7007,-30,0,1,-1,2b
7007,30,1,1,-1,2b
7007,20,1,1,-1,2b
7007,0,1,1,-1,2b
7007,-10,0,1,-1,2b
7007,-6,1,0,-1,2b
7007,-3,1,0,-1,2b
7007,10,1,0,-1,2b
7007,10,1,0,1,2b
7007,-20,0,1,1,2b
7007,-3,0,0,1,2b
7007,6,1,0,1,2b
7007,20,1,1,1,2b
7007,3,0,0,1,2b
7007,-6,0,0,1,2b
7007,-30,0,1,1,2b
7007,-10,0,0,1,2b
7007,30,1,1,1,2b
7007,0,0,0,1,2b
7007,0,1,0,-1,2b
7007,20,1,1,-1,2b
7007,-30,0,1,-1,2b
7007,3,1,0,-1,2b
7007,-20,1,0,-1,2b
7007,10,1,0,-1,2b
7007,-3,1,0,-1,2b
7007,-6,1,0,-1,2b
7007,6,1,0,-1,2b
7007,30,1,1,-1,2b
7007,-10,1,0,-1,2b
7008,3,1,0,-1,2b
7008,-10,0,1,-1,2b
7008,-6,1,0,-1,2b
7008,10,1,0,-1,2b
7008,6,0,1,-1,2b
7008,30,1,0,-1,2b
7008,-3,1,0,-1,2b
7008,-20,1,1,-1,2b
7008,20,1,1,-1,2b
7008,0,0,1,-1,2b
7008,-30,0,1,-1,2b
7008,3,0,1,1,2b
7008,-10,0,1,1,2b
7008,-30,0,0,1,2b
7008,6,1,1,1,2b
7008,-6,0,0,1,2b
7008,20,0,1,1,2b
7008,-20,1,1,1,2b
7008,0,0,1,1,2b
7008,-3,0,1,1,2b
7008,10,0,0,1,2b
7008,30,1,1,1,2b
7008,-10,1,1,-1,2b
7008,20,1,1,-1,2b
7008,3,1,1,-1,2b
7008,-3,1,0,-1,2b
7008,6,0,1,-1,2b
7008,30,1,0,-1,2b
7008,-6,1,1,-1,2b
7008,-30,1,1,-1,2b
7008,10,1,0,-1,2b
7008,0,0,1,-1,2b
7008,-20,0,1,-1,2b
7008,-6,1,0,1,2b
7008,-10,0,1,1,2b
7008,-3,0,1,1,2b
7008,0,1,1,1,2b
7008,6,0,0,1,2b
7008,-30,0,1,1,2b
7008,-20,0,1,1,2b
7008,20,1,1,1,2b
7008,30,1,1,1,2b
7008,10,0,0,1,2b
7008,3,0,1,1,2b
7008,-30,0,1,1,2b
7008,-3,0,1,1,2b
7008,3,0,0,1,2b
7008,6,0,1,1,2b
7008,-6,1,1,1,2b
7008,-10,0,0,1,2b
7008,20,1,1,1,2b
7008,-20,0,1,1,2b
7008,10,1,1,1,2b
7008,30,1,1,1,2b
7008,0,0,0,1,2b
7008,0,0,1,-1,2b
7008,10,1,1,-1,2b
7008,-30,0,1,-1,2b
7008,-6,1,0,-1,2b
7008,3,1,1,-1,2b
7008,30,0,1,-1,2b
7008,20,1,1,-1,2b
7008,-20,0,1,-1,2b
7008,-3,1,0,-1,2b
7008,-10,1,1,-1,2b
7008,6,1,0,-1,2b
7008,0,1,1,1,2b
7008,-3,0,0,1,2b
7008,30,0,1,1,2b
7008,-6,1,1,1,2b
7008,-20,0,0,1,2b
7008,10,0,1,1,2b
7008,3,1,1,1,2b
7008,-10,0,1,1,2b
7008,-30,0,1,1,2b
7008,20,1,1,1,2b
7008,6,1,1,1,2b
7008,30,1,1,-1,2b
7008,-6,0,1,-1,2b
7008,-10,1,1,-1,2b
7008,20,0,1,-1,2b
7008,10,1,0,-1,2b
7008,-20,0,1,-1,2b
7008,-3,1,1,-1,2b
7008,3,1,1,-1,2b
7008,0,0,1,-1,2b
7008,-30,1,1,-1,2b
7008,6,1,0,-1,2b
7008,-10,1,1,-1,2b
7008,0,1,1,-1,2b
7008,30,1,1,-1,2b
7008,-6,0,1,-1,2b
7008,-30,0,1,-1,2b
7008,20,1,1,-1,2b
7008,10,1,0,-1,2b
7008,6,0,1,-1,2b
7008,-3,1,1,-1,2b
7008,3,1,1,-1,2b
7008,-20,0,1,-1,2b
7008,-3,0,1,1,2b
7008,-20,0,1,1,2b
7008,-30,0,1,1,2b
7008,0,1,1,1,2b
7008,3,1,1,1,2b
7008,20,1,1,1,2b
7008,30,1,1,1,2b
7008,10,1,1,1,2b
7008,6,0,1,1,2b
7008,-10,0,1,1,2b
7008,-6,1,1,1,2b
7008,0,0,1,-1,2a
7008,20,1,1,-1,2a
7008,-20,0,1,-1,2a
7008,10,1,1,-1,2a
7008,-30,0,1,-1,2a
7008,6,1,1,-1,2a
7008,3,0,1,-1,2a
7008,30,0,1,-1,2a
7008,-10,0,0,-1,2a
7008,-6,0,1,-1,2a
7008,-3,0,1,-1,2a
7008,0,1,1,1,2a
7008,-6,0,1,1,2a
7008,-20,0,1,1,2a
7008,-30,1,1,1,2a
7008,3,1,1,1,2a
7008,-10,1,1,1,2a
7008,30,1,1,1,2a
7008,-3,0,1,1,2a
7008,6,1,0,1,2a
7008,20,1,0,1,2a
7008,10,0,1,1,2a
7008,-30,1,1,-1,2a
7008,30,1,1,-1,2a
7008,-3,0,1,-1,2a
7008,0,1,1,-1,2a
7008,-10,0,0,-1,2a
7008,3,0,1,-1,2a
7008,-20,1,1,-1,2a
7008,20,0,1,-1,2a
7008,6,1,1,-1,2a
7008,-6,1,1,-1,2a
7008,10,0,1,-1,2a
7008,10,1,0,1,2a
7008,-6,0,1,1,2a
7008,20,1,1,1,2a
7008,-30,0,1,1,2a
7008,30,1,1,1,2a
7008,6,0,1,1,2a
7008,0,1,0,1,2a
7008,-3,1,1,1,2a
7008,-10,0,1,1,2a
7008,-20,0,1,1,2a
7008,3,1,1,1,2a
7008,10,1,1,-1,2a
7008,6,0,0,-1,2a
7008,-3,1,1,-1,2a
7008,3,0,1,-1,2a
7008,-10,1,1,-1,2a
7008,30,1,1,-1,2a
7008,-6,0,1,-1,2a
7008,20,1,1,-1,2a
7008,0,0,0,-1,2a
7008,-30,1,1,-1,2a
7008,-20,0,1,-1,2a
7008,-30,0,1,1,2a
7008,-6,1,1,1,2a
7008,10,1,1,1,2a
7008,6,1,1,1,2a
7008,30,0,1,1,2a
7008,-10,1,1,1,2a
7008,-20,0,1,1,2a
7008,3,1,1,1,2a
7008,-3,1,1,1,2a
7008,0,1,0,1,2a
7008,20,1,1,1,2a
7008,-10,1,1,-1,2a
7008,-3,0,1,-1,2a
7008,10,0,0,-1,2a
7008,0,1,1,-1,2a
7008,30,0,1,-1,2a
7008,6,1,1,-1,2a
7008,-20,0,1,-1,2a
7008,-6,0,1,-1,2a
7008,20,1,1,-1,2a
7008,-30,1,1,-1,2a
7008,3,0,1,-1,2a
7008,-6,0,1,1,2a
7008,3,1,0,1,2a
7008,-3,1,1,1,2a
7008,30,1,1,1,2a
7008,0,1,1,1,2a
7008,-10,1,1,1,2a
7008,6,0,1,1,2a
7008,-20,0,1,1,2a
7008,10,1,1,1,2a
7008,20,1,1,1,2a
7008,-30,0,1,1,2a
7008,3,1,1,1,2a
7008,-10,0,1,1,2a
7008,20,0,1,1,2a
7008,30,1,1,1,2a
7008,-6,0,1,1,2a
7008,-30,0,1,1,2a
7008,0,1,1,1,2a
7008,6,0,1,1,2a
7008,-3,0,1,1,2a
7008,10,1,1,1,2a
7008,-20,0,1,1,2a
7008,-20,0,0,-1,2a
7008,-6,0,0,-1,2a
7008,20,1,1,-1,2a
7008,-10,0,1,-1,2a
7008,-3,0,1,-1,2a
7008,6,1,1,-1,2a
7008,30,0,0,-1,2a
7008,3,0,0,-1,2a
7008,10,0,1,-1,2a
7008,0,0,0,-1,2a
7008,-30,0,1,-1,2a
7009,0,1,1,1,2a
7009,-3,0,1,1,2a
7009,10,0,1,1,2a
7009,-20,0,1,1,2a
7009,3,0,1,1,2a
7009,-30,0,1,1,2a
7009,30,0,1,1,2a
7009,20,1,0,1,2a
7009,-6,0,0,1,2a
7009,6,0,0,1,2a
7009,-10,0,0,1,2a
7009,-10,0,1,-1,2a
7009,0,1,1,-1,2a
7009,20,1,1,-1,2a
7009,6,0,0,-1,2a
7009,3,0,0,-1,2a
7009,30,0,0,-1,2a
7009,-30,0,1,-1,2a
7009,-20,0,0,-1,2a
7009,-6,0,1,-1,2a
7009,10,0,0,-1,2a
7009,-3,0,1,-1,2a
7009,-10,0,1,-1,2a
7009,3,1,0,-1,2a
7009,-30,0,1,-1,2a
7009,-20,1,0,-1,2a
7009,6,1,0,-1,2a
7009,20,0,0,-1,2a
7009,10,0,0,-1,2a
7009,-6,0,0,-1,2a
7009,0,0,0,-1,2a
7009,-3,1,0,-1,2a
7009,30,0,0,-1,2a
7009,-10,1,0,1,2a
7009,10,1,0,1,2a
7009,0,1,0,1,2a
7009,30,0,0,1,2a
7009,-6,1,0,1,2a
7009,-3,1,1,1,2a
7009,-30,0,1,1,2a
7009,3,1,1,1,2a
7009,-20,0,1,1,2a
7009,20,1,0,1,2a
7009,6,0,0,1,2a
7009,-20,1,1,-1,2a
7009,6,0,0,-1,2a
7009,-30,0,1,-1,2a
7009,3,0,0,-1,2a
7009,-10,0,0,-1,2a
7009,20,1,0,-1,2a
7009,0,0,0,-1,2a
7009,30,1,1,-1,2a
7009,-3,0,0,-1,2a
7009,-6,0,0,-1,2a
7009,10,0,0,-1,2a
7009,10,1,0,1,2a
7009,20,1,1,1,2a
7009,-30,0,1,1,2a
7009,3,0,0,1,2a
7009,-20,1,0,1,2a
7009,30,1,1,1,2a
7009,-10,0,0,1,2a
7009,6,1,1,1,2a
7009,-6,1,1,1,2a
7009,-3,0,0,1,2a
7009,0,1,0,1,2a
7009,20,1,1,1,2a
7009,-3,1,1,1,2a
7009,-30,0,1,1,2a
7009,-20,0,1,1,2a
7009,10,1,0,1,2a
7009,3,0,1,1,2a
7009,-10,0,1,1,2a
7009,-6,0,1,1,2a
7009,6,0,1,1,2a
7009,0,0,1,1,2a
7009,30,0,1,1,2a
7009,10,0,1,-1,2a
7009,6,1,0,-1,2a
7009,-10,0,1,-1,2a
7009,-6,1,1,-1,2a
7009,-20,0,0,-1,2a
7009,0,1,1,-1,2a
7009,-3,0,1,-1,2a
7009,-30,0,1,-1,2a
7009,3,1,1,-1,2a
7009,20,1,1,-1,2a
7009,30,1,1,-1,2a
7009,0,1,0,-1,2a
7009,-30,1,1,-1,2a
7009,-20,1,1,-1,2a
7009,10,1,1,-1,2a
7009,-3,1,1,-1,2a
7009,-10,1,1,-1,2a
7009,3,1,1,-1,2a
7009,-6,1,1,-1,2a
7009,6,1,0,-1,2a
7009,30,0,0,-1,2a
7009,20,1,0,-1,2a
7009,-10,1,1,1,2a
7009,-20,0,1,1,2a
7009,0,1,0,1,2a
7009,10,1,0,1,2a
7009,20,1,1,1,2a
7009,-30,1,0,1,2a
7009,-6,0,0,1,2a
7009,30,1,0,1,2a
7009,-3,1,1,1,2a
7009,3,1,0,1,2a
7009,6,1,1,1,2a
7009,-20,1,0,-1,2b
7009,-30,0,1,-1,2b
7009,-10,1,0,-1,2b
7009,10,1,1,-1,2b
7009,3,1,0,-1,2b
7009,20,1,0,-1,2b
7009,30,0,0,-1,2b
7009,-3,1,0,-1,2b
7009,-6,1,0,-1,2b
7009,6,1,1,-1,2b
7009,0,1,0,-1,2b
7009,0,0,0,1,2b
7009,-20,0,1,1,2b
7009,30,0,1,1,2b
7009,20,1,1,1,2b
7009,3,1,0,1,2b
7009,-3,1,1,1,2b
7009,-6,0,1,1,2b
7009,6,0,1,1,2b
7009,10,0,0,1,2b
7009,-30,0,0,1,2b
7009,-10,0,1,1,2b
7009,20,1,0,-1,2b
7009,30,1,0,-1,2b
7009,3,1,1,-1,2b
7009,6,0,0,-1,2b
7009,-6,0,1,-1,2b
7009,10,1,0,-1,2b
7009,-20,0,1,-1,2b
7009,-30,1,0,-1,2b
7009,-10,0,0,-1,2b
7009,0,1,1,-1,2b
7009,-3,1,0,-1,2b
7009,0,1,1,1,2b
7009,10,0,0,1,2b
7009,30,1,1,1,2b
7009,-10,0,1,1,2b
7009,3,0,0,1,2b
7009,6,0,0,1,2b
7009,20,1,1,1,2b
7009,-6,0,0,1,2b
7009,-20,0,1,1,2b
7009,-30,0,1,1,2b
7009,-3,1,1,1,2b
7009,30,1,1,1,2b
7009,10,0,0,1,2b
7009,-30,0,1,1,2b
7009,-6,1,1,1,2b
7009,6,0,1,1,2b
7009,-3,0,1,1,2b
7009,0,0,1,1,2b
7009,-10,0,1,1,2b
7009,3,1,1,1,2b
7009,20,0,1,1,2b
7009,-20,0,1,1,2b
7009,-3,0,0,-1,2b
7009,3,0,1,-1,2b
7009,6,1,1,-1,2b
7009,-30,1,1,-1,2b
7009,-20,1,1,-1,2b
7009,10,1,1,-1,2b
7009,0,1,1,-1,2b
7009,20,1,1,-1,2b
7009,-6,1,0,-1,2b
7009,30,0,1,-1,2b
7009,-10,1,1,-1,2b
7009,10,1,1,1,2b
7009,-6,0,1,1,2b
7009,3,1,1,1,2b
7009,-20,0,0,1,2b
7009,-3,0,0,1,2b
7009,-30,0,1,1,2b
7009,6,0,0,1,2b
7009,20,0,1,1,2b
7009,0,0,1,1,2b
7009,30,0,0,1,2b
7009,-10,0,0,1,2b
7009,3,0,1,-1,2b
7009,-6,0,1,-1,2b
7009,-3,0,0,-1,2b
7009,0,0,1,-1,2b
7009,20,1,0,-1,2b
7009,10,1,0,-1,2b
7009,-30,0,0,-1,2b
7009,6,0,1,-1,2b
7009,-20,0,1,-1,2b
7009,-10,0,1,-1,2b
7009,30,0,0,-1,2b
7009,-20,0,1,-1,2b
7009,6,1,0,-1,2b
7009,-6,1,0,-1,2b
7009,10,1,0,-1,2b
7009,-10,0,1,-1,2b
7009,-3,0,1,-1,2b
7009,20,1,0,-1,2b
7009,30,1,1,-1,2b
7009,-30,0,1,-1,2b
7009,0,1,0,-1,2b
7009,3,0,1,-1,2b
7009,30,1,1,1,2b
7009,-30,0,1,1,2b
7009,-6,0,1,1,2b
7009,-20,0,1,1,2b
7009,20,1,0,1,2b
7009,6,1,0,1,2b
7009,-3,1,1,1,2b
7009,0,0,0,1,2b
7009,-10,0,1,1,2b
7009,3,0,0,1,2b
7009,10,0,0,1,2b
7010,10,1,0,1,2b
7010,-20,1,1,1,2b
7010,-3,0,0,1,2b
7010,0,0,0,1,2b
7010,6,0,0,1,2b
7010,-30,0,0,1,2b
7010,30,0,0,1,2b
7010,-10,0,0,1,2b
7010,-6,0,0,1,2b
7010,20,1,0,1,2b
7010,3,0,0,1,2b
7010,10,1,0,-1,2b
7010,3,1,0,-1,2b
7010,-30,0,1,-1,2b
7010,-6,1,0,-1,2b
7010,20,1,0,-1,2b
7010,30,1,1,-1,2b
7010,-3,1,0,-1,2b
7010,6,1,0,-1,2b
7010,0,1,0,-1,2b
7010,-10,1,0,-1,2b
7010,-20,0,1,-1,2b
7010,6,1,0,-1,2b
7010,-10,1,0,-1,2b
7010,20,1,1,-1,2b
7010,0,1,0,-1,2b
7010,-6,1,0,-1,2b
7010,30,1,1,-1,2b
7010,3,1,0,-1,2b
7010,-20,0,1,-1,2b
7010,-30,0,1,-1,2b
7010,-3,1,0,-1,2b
7010,10,0,0,-1,2b
7010,6,0,0,1,2b
7010,3,0,0,1,2b
7010,0,0,0,1,2b
7010,10,0,1,1,2b
7010,-20,0,1,1,2b
7010,-3,0,0,1,2b
7010,-10,0,0,1,2b
7010,30,1,1,1,2b
7010,-30,0,1,1,2b
7010,-6,0,1,1,2b
7010,20,1,1,1,2b
7010,20,1,1,1,2b
7010,6,0,0,1,2b
7010,-10,0,0,1,2b
7010,-30,0,1,1,2b
7010,-6,0,0,1,2b
7010,10,0,0,1,2b
7010,-3,0,0,1,2b
7010,30,1,1,1,2b
7010,-20,0,0,1,2b
7010,3,0,0,1,2b
7010,0,0,0,1,2b
7010,-6,1,0,-1,2b
7010,3,1,0,-1,2b
7010,30,1,1,-1,2b
7010,0,1,0,-1,2b
7010,6,1,0,-1,2b
7010,-10,1,0,-1,2b
7010,-3,1,0,-1,2b
7010,-20,0,1,-1,2b
7010,-30,0,1,-1,2b
7010,10,1,1,-1,2b
7010,20,1,0,-1,2b
7010,3,0,0,1,2b
7010,6,0,0,1,2b
7010,30,1,1,1,2b
7010,-10,0,0,1,2b
7010,0,0,0,1,2b
7010,-6,0,0,1,2b
7010,10,0,0,1,2b
7010,-20,0,1,1,2b
7010,-30,0,1,1,2b
7010,-3,0,0,1,2b
7010,20,1,1,1,2b
7010,-6,1,1,-1,2b
7010,30,1,1,-1,2b
7010,-30,1,0,-1,2b
7010,3,1,0,-1,2b
7010,10,1,1,-1,2b
7010,-10,1,0,-1,2b
7010,6,1,0,-1,2b
7010,-3,1,0,-1,2b
7010,20,1,0,-1,2b
7010,0,1,1,-1,2b
7010,-20,1,1,-1,2b
7010,-20,1,1,1,2b
7010,20,1,1,1,2b
7010,3,1,1,1,2b
7010,0,1,1,1,2b
7010,-10,1,1,1,2b
7010,30,1,1,1,2b
7010,-30,0,1,1,2b
7010,10,0,1,1,2b
7010,-6,0,0,1,2b
7010,6,0,0,1,2b
7010,-3,0,0,1,2b
7010,6,1,0,-1,2b
7010,-10,1,0,-1,2b
7010,-20,0,1,-1,2b
7010,10,1,0,-1,2b
7010,-6,0,0,-1,2b
7010,-3,1,0,-1,2b
7010,0,1,0,-1,2b
7010,-30,0,1,-1,2b
7010,20,1,1,-1,2b
7010,3,1,0,-1,2b
7010,30,1,1,-1,2b
7010,-6,0,0,-1,2a
7010,6,1,0,-1,2a
7010,-10,0,0,-1,2a
7010,-30,0,1,-1,2a
7010,-3,0,0,-1,2a
7010,30,1,1,-1,2a
7010,10,0,0,-1,2a
7010,-20,0,1,-1,2a
7010,3,0,0,-1,2a
7010,20,1,1,-1,2a
7010,0,0,0,-1,2a
7010,20,1,1,1,2a
7010,-30,0,1,1,2a
7010,-10,1,0,1,2a
7010,-6,1,0,1,2a
7010,0,1,0,1,2a
7010,-3,1,0,1,2a
7010,3,1,0,1,2a
7010,-20,0,1,1,2a
7010,30,1,1,1,2a
7010,6,1,0,1,2a
7010,10,1,1,1,2a
7010,3,0,0,-1,2a
7010,20,1,1,-1,2a
7010,10,0,0,-1,2a
7010,30,1,1,-1,2a
7010,-3,0,0,-1,2a
7010,-20,0,1,-1,2a
7010,6,0,0,-1,2a
7010,-6,0,0,-1,2a
7010,0,0,0,-1,2a
7010,-30,0,1,-1,2a
7010,-10,0,0,-1,2a
7010,-10,0,0,1,2a
7010,-3,0,0,1,2a
7010,30,1,1,1,2a
7010,0,1,0,1,2a
7010,-20,0,1,1,2a
7010,3,1,0,1,2a
7010,-6,1,0,1,2a
7010,10,0,0,1,2a
7010,6,1,0,1,2a
7010,20,1,1,1,2a
7010,-30,0,1,1,2a
7010,0,0,0,-1,2a
7010,-10,0,0,-1,2a
7010,-20,0,1,-1,2a
7010,30,1,1,-1,2a
7010,20,1,1,-1,2a
7010,6,1,0,-1,2a
7010,-6,0,0,-1,2a
7010,10,0,0,-1,2a
7010,-3,1,0,-1,2a
7010,3,1,1,-1,2a
7010,-30,1,0,-1,2a
7010,20,1,1,1,2a
7010,-10,1,0,1,2a
7010,3,1,0,1,2a
7010,6,1,1,1,2a
7010,-30,0,1,1,2a
7010,-6,1,0,1,2a
7010,10,1,0,1,2a
7010,-20,0,1,1,2a
7010,0,1,0,1,2a
7010,-3,1,0,1,2a
7010,30,1,1,1,2a
7010,3,1,0,-1,2a
7010,6,0,0,-1,2a
7010,-3,1,0,-1,2a
7010,20,1,1,-1,2a
7010,-20,0,1,-1,2a
7010,0,0,1,-1,2a
7010,30,1,1,-1,2a
7010,-6,0,0,-1,2a
7010,10,0,0,-1,2a
7010,-30,0,1,-1,2a
7010,-10,0,0,-1,2a
7010,-20,0,1,1,2a
7010,-10,0,1,1,2a
7010,3,1,0,1,2a
7010,-3,1,0,1,2a
7010,6,1,0,1,2a
7010,-30,0,1,1,2a
7010,20,1,1,1,2a
7010,-6,1,0,1,2a
7010,10,1,1,1,2a
7010,30,1,1,1,2a
7010,0,1,0,1,2a
7010,-20,0,1,-1,2a
7010,20,1,1,-1,2a
7010,-6,0,0,-1,2a
7010,-3,0,0,-1,2a
7010,-30,0,1,-1,2a
7010,6,0,0,-1,2a
7010,30,1,1,-1,2a
7010,0,0,0,-1,2a
7010,10,1,0,-1,2a
7010,-10,1,0,-1,2a
7010,3,1,0,-1,2a
7010,6,1,0,1,2a
7010,20,1,1,1,2a
7010,0,1,0,1,2a
7010,-6,1,0,1,2a
7010,30,1,1,1,2a
7010,-30,1,0,1,2a
7010,-3,1,0,1,2a
7010,3,1,0,1,2a
7010,10,1,1,1,2a
7010,-10,1,0,1,2a
7010,-20,0,1,1,2a
7011,-3,0,0,-1,2a
7011,-6,0,0,-1,2a
7011,30,1,1,-1,2a
7011,3,0,0,-1,2a
7011,10,1,0,-1,2a
7011,0,0,0,-1,2a
7011,6,0,0,-1,2a
7011,-30,0,1,-1,2a
7011,-20,0,1,-1,2a
7011,20,1,1,-1,2a
7011,-10,0,0,-1,2a
7011,-6,1,0,1,2a
7011,-3,1,0,1,2a
7011,-10,1,0,1,2a
7011,20,1,1,1,2a
7011,0,1,0,1,2a
7011,-20,0,0,1,2a
7011,30,1,1,1,2a
7011,10,1,1,1,2a
7011,-30,0,1,1,2a
7011,3,1,0,1,2a
7011,6,1,0,1,2a
7011,-10,0,0,-1,2a
7011,-20,0,1,-1,2a
7011,0,0,0,-1,2a
7011,10,0,0,-1,2a
7011,6,0,0,-1,2a
7011,20,1,1,-1,2a
7011,30,1,1,-1,2a
7011,-6,0,0,-1,2a
7011,-30,0,1,-1,2a
7011,-3,0,1,-1,2a
7011,3,0,0,-1,2a
7011,-30,0,1,1,2a
7011,20,1,1,1,2a
7011,-20,0,1,1,2a
7011,0,1,0,1,2a
7011,10,1,0,1,2a
7011,3,1,0,1,2a
7011,-6,1,0,1,2a
7011,30,1,1,1,2a
7011,-10,1,0,1,2a
7011,-3,1,0,1,2a
7011,6,1,0,1,2a
7011,20,1,1,1,2a
7011,-30,0,1,1,2a
7011,-20,0,1,1,2a
7011,-3,0,0,1,2a
7011,10,1,0,1,2a
7011,30,1,1,1,2a
7011,-6,1,0,1,2a
7011,-10,0,1,1,2a
7011,3,1,0,1,2a
7011,0,0,0,1,2a
7011,6,1,0,1,2a
7011,20,1,0,-1,2a
7011,3,0,0,-1,2a
7011,30,1,1,-1,2a
7011,-20,0,1,-1,2a
7011,-6,0,0,-1,2a
7011,-10,0,0,-1,2a
7011,10,1,1,-1,2a
7011,-3,0,0,-1,2a
7011,0,0,0,-1,2a
7011,-30,0,1,-1,2a
7011,6,0,0,-1,2a
7011,10,1,0,-1,2a
7011,-6,0,0,-1,2a
7011,3,0,0,-1,2a
7011,-30,0,1,-1,2a
7011,0,0,0,-1,2a
7011,-20,0,1,-1,2a
7011,6,0,0,-1,2a
7011,-10,0,1,-1,2a
7011,30,1,1,-1,2a
7011,20,1,1,-1,2a
7011,-3,0,0,-1,2a
7011,20,1,1,1,2a
7011,3,1,0,1,2a
7011,10,1,0,1,2a
7011,-6,1,0,1,2a
7011,-20,0,1,1,2a
7011,0,1,0,1,2a
7011,30,1,1,1,2a
7011,6,1,0,1,2a
7011,-30,0,1,1,2a
7011,-10,0,0,1,2a
7011,-3,0,0,1,2a
7011,-30,0,1,1,2a
7011,-20,0,1,1,2a
7011,-10,0,1,1,2a
7011,-3,0,0,1,2a
7011,3,1,0,1,2a
7011,20,1,1,1,2a
7011,10,1,0,1,2a
7011,30,1,1,1,2a
7011,-6,1,0,1,2a
7011,0,1,0,1,2a
7011,6,1,0,1,2a
7011,3,0,0,-1,2a
7011,-10,0,1,-1,2a
7011,20,1,1,-1,2a
7011,-20,0,1,-1,2a
7011,-30,0,1,-1,2a
7011,10,1,0,-1,2a
7011,-6,0,0,-1,2a
7011,0,0,0,-1,2a
7011,6,0,0,-1,2a
7011,30,1,1,-1,2a
7011,-3,0,0,-1,2a
7011,10,1,1,1,2b
7011,6,1,0,1,2b
7011,-30,0,1,1,2b
7011,-10,0,0,1,2b
7011,-6,0,0,1,2b
7011,-20,0,1,1,2b
7011,0,0,0,1,2b
7011,-3,0,0,1,2b
7011,20,1,1,1,2b
7011,30,1,1,1,2b
7011,3,0,0,1,2b
7011,-20,0,1,-1,2b
7011,-6,0,1,-1,2b
7011,20,1,1,-1,2b
7011,-10,0,1,-1,2b
7011,6,1,0,-1,2b
7011,-3,0,0,-1,2b
7011,10,1,0,-1,2b
7011,-30,0,1,-1,2b
7011,0,1,0,-1,2b
7011,30,1,1,-1,2b
7011,3,1,0,-1,2b
7011,6,1,0,-1,2b
7011,30,1,1,-1,2b
7011,-3,1,0,-1,2b
7011,-6,1,0,-1,2b
