Subj_idx,Stimulus,Response,Confidence,Condition,Exp
7011,-10,0,0,-1,2b
7011,3,1,0,-1,2b
7011,0,1,0,-1,2b
7011,20,1,1,-1,2b
7011,-20,0,1,-1,2b
7011,10,1,0,-1,2b
7011,-30,0,1,-1,2b
7011,-20,0,1,1,2b
7011,6,0,0,1,2b
7011,30,1,1,1,2b
7011,-6,0,0,1,2b
7011,20,1,1,1,2b
7011,-30,0,1,1,2b
7011,0,0,0,1,2b
7011,10,1,0,1,2b
7011,-10,0,0,1,2b
7011,-3,0,0,1,2b
7011,3,0,0,1,2b
7011,-3,0,0,1,2b
7011,-30,0,1,1,2b
7011,0,0,0,1,2b
7011,3,0,0,1,2b
7011,6,0,0,1,2b
7011,-20,0,1,1,2b
7011,20,1,1,1,2b
7011,30,1,1,1,2b
7011,-6,0,0,1,2b
7011,-10,0,0,1,2b
7011,10,1,0,1,2b
7011,10,1,1,-1,2b
7011,6,1,0,-1,2b
7011,-30,0,1,-1,2b
7011,-20,0,1,-1,2b
7011,-6,0,1,-1,2b
7011,3,0,0,-1,2b
7011,30,1,1,-1,2b
7011,0,1,0,-1,2b
7011,-10,0,0,-1,2b
7011,20,1,1,-1,2b
7011,-3,0,0,-1,2b
7011,6,1,0,1,2b
7011,0,0,0,1,2b
7011,-20,0,0,1,2b
7011,-3,0,0,1,2b
7011,10,1,0,1,2b
7011,-6,0,0,1,2b
7011,-30,0,1,1,2b
7011,-10,0,1,1,2b
7011,30,1,1,1,2b
7011,3,0,0,1,2b
7011,20,1,1,1,2b
7011,3,1,0,-1,2b
7011,-20,0,1,-1,2b
7011,-30,0,1,-1,2b
7011,10,1,0,-1,2b
7011,-10,0,0,-1,2b
7011,20,1,0,-1,2b
7011,6,1,0,-1,2b
7011,0,1,0,-1,2b
7011,30,1,1,-1,2b
7011,-6,0,0,-1,2b
7011,-3,1,0,-1,2b
7011,-6,1,0,-1,2b
7011,30,1,1,-1,2b
7011,6,1,0,-1,2b
7011,-20,0,1,-1,2b
7011,-30,0,1,-1,2b
7011,3,1,0,-1,2b
7011,20,1,0,-1,2b
7011,10,1,0,-1,2b
7011,-3,1,0,-1,2b
7011,-10,1,0,-1,2b
7011,0,1,0,-1,2b
7011,30,1,1,1,2b
7011,6,1,0,1,2b
7011,10,1,0,1,2b
7011,0,0,0,1,2b
7011,-20,0,1,1,2b
7011,3,1,0,1,2b
7011,-30,0,1,1,2b
7011,20,1,1,1,2b
7011,-3,0,0,1,2b
7011,-6,0,0,1,2b
7011,-10,0,0,1,2b
7012,-10,0,1,1,2b
7012,30,1,1,1,2b
7012,3,0,0,1,2b
7012,10,1,1,1,2b
7012,-3,0,1,1,2b
7012,-20,0,0,1,2b
7012,6,0,0,1,2b
7012,-6,0,0,1,2b
7012,0,1,1,1,2b
7012,20,1,1,1,2b
7012,-30,0,0,1,2b
7012,-30,0,1,-1,2b
7012,20,1,0,-1,2b
7012,10,1,1,-1,2b
7012,30,1,1,-1,2b
7012,-10,1,0,-1,2b
7012,-3,0,1,-1,2b
7012,6,1,0,-1,2b
7012,-20,0,1,-1,2b
7012,3,1,0,-1,2b
7012,0,1,0,-1,2b
7012,-6,1,0,-1,2b
7012,-20,0,1,-1,2b
7012,-6,0,1,-1,2b
7012,-3,1,0,-1,2b
7012,0,1,0,-1,2b
7012,-10,0,1,-1,2b
7012,6,1,0,-1,2b
7012,10,1,1,-1,2b
7012,30,1,1,-1,2b
7012,-30,0,1,-1,2b
7012,3,1,1,-1,2b
7012,20,1,1,-1,2b
7012,0,1,1,1,2b
7012,20,1,1,1,2b
7012,6,1,1,1,2b
7012,30,1,1,1,2b
7012,10,1,1,1,2b
7012,-10,0,1,1,2b
7012,-3,0,0,1,2b
7012,-6,0,1,1,2b
7012,-30,0,1,1,2b
7012,-20,0,1,1,2b
7012,3,0,1,1,2b
7012,-20,0,1,1,2b
7012,-30,0,1,1,2b
7012,30,1,1,1,2b
7012,10,1,1,1,2b
7012,-3,0,0,1,2b
7012,20,1,1,1,2b
7012,0,0,0,1,2b
7012,3,0,0,1,2b
7012,-6,0,0,1,2b
7012,-10,0,1,1,2b
7012,6,1,1,1,2b
7012,0,1,0,-1,2b
7012,3,1,0,-1,2b
7012,-10,0,0,-1,2b
7012,10,1,0,-1,2b
7012,-30,0,1,-1,2b
7012,20,1,1,-1,2b
7012,30,1,1,-1,2b
7012,-6,1,0,-1,2b
7012,6,1,1,-1,2b
7012,-20,0,1,-1,2b
7012,-3,1,0,-1,2b
7012,6,1,1,1,2b
7012,20,1,1,1,2b
7012,-20,0,1,1,2b
7012,0,0,0,1,2b
7012,-30,0,1,1,2b
7012,-10,0,1,1,2b
7012,10,1,1,1,2b
7012,30,1,1,1,2b
7012,-3,0,1,1,2b
7012,3,1,1,1,2b
7012,-6,0,0,1,2b
7012,20,1,1,-1,2b
7012,-20,0,1,-1,2b
7012,-10,0,1,-1,2b
7012,0,1,0,-1,2b
7012,30,1,1,-1,2b
7012,6,1,0,-1,2b
7012,3,1,0,-1,2b
7012,-30,0,1,-1,2b
7012,-6,0,1,-1,2b
7012,10,1,1,-1,2b
7012,-3,1,0,-1,2b
7012,6,1,1,1,2b
7012,-10,0,1,1,2b
7012,20,1,1,1,2b
7012,-3,0,0,1,2b
7012,-6,0,0,1,2b
7012,10,0,0,1,2b
7012,-30,0,1,1,2b
7012,-20,0,1,1,2b
7012,0,0,0,1,2b
7012,30,1,1,1,2b
7012,3,0,0,1,2b
7012,6,1,0,-1,2b
7012,-3,0,0,-1,2b
7012,3,1,0,-1,2b
7012,-10,0,1,-1,2b
7012,20,1,1,-1,2b
7012,10,1,1,-1,2b
7012,-30,0,1,-1,2b
7012,-20,0,1,-1,2b
7012,30,1,1,-1,2b
7012,-6,0,1,-1,2b
7012,0,1,0,-1,2b
7012,-6,0,1,-1,2a
7012,20,1,1,-1,2a
7012,0,0,0,-1,2a
7012,-3,0,0,-1,2a
7012,-30,0,1,-1,2a
7012,-10,0,0,-1,2a
7012,-20,0,1,-1,2a
7012,3,0,0,-1,2a
7012,6,1,1,-1,2a
7012,10,1,1,-1,2a
7012,30,1,1,-1,2a
7012,20,1,1,1,2a
7012,-20,0,1,1,2a
7012,-6,1,0,1,2a
7012,3,1,1,1,2a
7012,0,1,0,1,2a
7012,-10,0,0,1,2a
7012,-3,1,0,1,2a
7012,30,1,1,1,2a
7012,-30,0,1,1,2a
7012,6,1,0,1,2a
7012,10,1,0,1,2a
7012,20,1,1,-1,2a
7012,6,1,1,-1,2a
7012,-30,0,1,-1,2a
7012,3,0,0,-1,2a
7012,-10,0,1,-1,2a
7012,-6,1,1,-1,2a
7012,-3,1,1,-1,2a
7012,30,1,1,-1,2a
7012,10,1,1,-1,2a
7012,-20,0,1,-1,2a
7012,0,1,1,-1,2a
7012,6,1,0,1,2a
7012,10,1,1,1,2a
7012,-10,1,1,1,2a
7012,-30,0,1,1,2a
7012,3,1,1,1,2a
7012,-20,0,1,1,2a
7012,-6,0,1,1,2a
7012,30,1,1,1,2a
7012,20,1,1,1,2a
7012,0,1,0,1,2a
7012,-3,1,0,1,2a
7012,-3,0,0,1,2a
7012,30,1,1,1,2a
7012,20,1,1,1,2a
7012,-10,0,1,1,2a
7012,6,1,0,1,2a
7012,-6,1,0,1,2a
7012,-30,0,1,1,2a
7012,-20,0,1,1,2a
7012,10,1,1,1,2a
7012,3,1,0,1,2a
7012,0,1,0,1,2a
7012,-6,0,1,-1,2a
7012,-20,0,1,-1,2a
7012,0,0,0,-1,2a
7012,10,1,1,-1,2a
7012,20,1,1,-1,2a
7012,3,0,0,-1,2a
7012,-30,0,1,-1,2a
7012,6,0,0,-1,2a
7012,30,1,1,-1,2a
7012,-3,0,0,-1,2a
7012,-10,0,1,-1,2a
7012,3,0,0,-1,2a
7012,-10,0,1,-1,2a
7012,10,0,0,-1,2a
7012,6,0,0,-1,2a
7012,-20,0,1,-1,2a
7012,0,0,0,-1,2a
7012,-6,0,1,-1,2a
7012,30,1,1,-1,2a
7012,-3,0,0,-1,2a
7012,20,1,1,-1,2a
7012,-30,0,1,-1,2a
7012,-30,0,1,1,2a
7012,-20,0,1,1,2a
7012,6,1,1,1,2a
7012,-10,1,0,1,2a
7012,3,1,0,1,2a
7012,10,1,1,1,2a
7012,0,1,1,1,2a
7012,30,1,1,1,2a
7012,-3,1,0,1,2a
7012,20,1,1,1,2a
7012,-6,1,0,1,2a
7012,0,0,0,-1,2a
7012,20,1,1,-1,2a
7012,10,1,1,-1,2a
7012,-3,0,0,-1,2a
7012,-20,0,1,-1,2a
7012,30,1,1,-1,2a
7012,-10,0,1,-1,2a
7012,-30,0,1,-1,2a
7012,6,1,1,-1,2a
7012,3,0,0,-1,2a
7012,-6,0,0,-1,2a
7012,-3,1,0,1,2a
7012,20,1,1,1,2a
7012,6,1,0,1,2a
7012,3,1,0,1,2a
7012,-20,0,1,1,2a
7012,10,1,1,1,2a
7012,-30,0,1,1,2a
7012,30,1,1,1,2a
7012,-6,1,0,1,2a
7012,0,1,0,1,2a
7012,-10,0,1,1,2a
7013,-3,0,0,-1,2a
7013,-6,0,0,-1,2a
7013,30,1,1,-1,2a
7013,3,0,0,-1,2a
7013,10,1,0,-1,2a
7013,0,0,0,-1,2a
7013,6,0,0,-1,2a
7013,-30,0,1,-1,2a
7013,-20,0,1,-1,2a
7013,20,1,1,-1,2a
7013,-10,0,0,-1,2a
7013,-6,1,0,1,2a
7013,-3,1,0,1,2a
7013,-10,1,0,1,2a
7013,20,1,1,1,2a
7013,0,1,0,1,2a
7013,-20,0,0,1,2a
7013,30,1,1,1,2a
7013,10,1,1,1,2a
7013,-30,0,1,1,2a
7013,3,1,0,1,2a
7013,6,1,0,1,2a
7013,-10,0,0,-1,2a
7013,-20,0,1,-1,2a
7013,0,0,0,-1,2a
7013,10,0,0,-1,2a
7013,6,0,0,-1,2a
7013,20,1,1,-1,2a
7013,30,1,1,-1,2a
7013,-6,0,0,-1,2a
7013,-30,0,1,-1,2a
7013,-3,0,1,-1,2a
7013,3,0,0,-1,2a
7013,-30,0,1,1,2a
7013,20,1,1,1,2a
7013,-20,0,1,1,2a
7013,0,1,0,1,2a
7013,10,1,0,1,2a
7013,3,1,0,1,2a
7013,-6,1,0,1,2a
7013,30,1,1,1,2a
7013,-10,1,0,1,2a
7013,-3,1,0,1,2a
7013,6,1,0,1,2a
7013,20,1,1,1,2a
7013,-30,0,1,1,2a
7013,-20,0,1,1,2a
7013,-3,0,0,1,2a
7013,10,1,0,1,2a
7013,30,1,1,1,2a
7013,-6,1,0,1,2a
7013,-10,0,1,1,2a
7013,3,1,0,1,2a
7013,0,0,0,1,2a
7013,6,1,0,1,2a
7013,20,1,0,-1,2a
7013,3,0,0,-1,2a
7013,30,1,1,-1,2a
7013,-20,0,1,-1,2a
7013,-6,0,0,-1,2a
7013,-10,0,0,-1,2a
7013,10,1,1,-1,2a
7013,-3,0,0,-1,2a
7013,0,0,0,-1,2a
7013,-30,0,1,-1,2a
7013,6,0,0,-1,2a
7013,10,1,0,-1,2a
7013,-6,0,0,-1,2a
7013,3,0,0,-1,2a
7013,-30,0,1,-1,2a
7013,0,0,0,-1,2a
7013,-20,0,1,-1,2a
7013,6,0,0,-1,2a
7013,-10,0,1,-1,2a
7013,30,1,1,-1,2a
7013,20,1,1,-1,2a
7013,-3,0,0,-1,2a
7013,20,1,1,1,2a
7013,3,1,0,1,2a
7013,10,1,0,1,2a
7013,-6,1,0,1,2a
7013,-20,0,1,1,2a
7013,0,1,0,1,2a
7013,30,1,1,1,2a
7013,6,1,0,1,2a
7013,-30,0,1,1,2a
7013,-10,0,0,1,2a
7013,-3,0,0,1,2a
7013,-30,0,1,1,2a
7013,-20,0,1,1,2a
7013,-10,0,1,1,2a
7013,-3,0,0,1,2a
7013,3,1,0,1,2a
7013,20,1,1,1,2a
7013,10,1,0,1,2a
7013,30,1,1,1,2a
7013,-6,1,0,1,2a
7013,0,1,0,1,2a
7013,6,1,0,1,2a
7013,3,0,0,-1,2a
7013,-10,0,1,-1,2a
7013,20,1,1,-1,2a
7013,-20,0,1,-1,2a
7013,-30,0,1,-1,2a
7013,10,1,0,-1,2a
7013,-6,0,0,-1,2a
7013,0,0,0,-1,2a
7013,6,0,0,-1,2a
7013,30,1,1,-1,2a
7013,-3,0,0,-1,2a
7013,10,1,1,1,2b
7013,6,1,0,1,2b
7013,-30,0,1,1,2b
7013,-10,0,0,1,2b
7013,-6,0,0,1,2b
7013,-20,0,1,1,2b
7013,0,0,0,1,2b
7013,-3,0,0,1,2b
7013,20,1,1,1,2b
7013,30,1,1,1,2b
7013,3,0,0,1,2b
7013,-20,0,1,-1,2b
7013,-6,0,1,-1,2b
7013,20,1,1,-1,2b
7013,-10,0,1,-1,2b
7013,6,1,0,-1,2b
7013,-3,0,0,-1,2b
7013,10,1,0,-1,2b
7013,-30,0,1,-1,2b
7013,0,1,0,-1,2b
7013,30,1,1,-1,2b
7013,3,1,0,-1,2b
7013,6,1,0,-1,2b
7013,30,1,1,-1,2b
7013,-3,1,0,-1,2b
7013,-6,1,0,-1,2b
7013,-10,0,0,-1,2b
7013,3,1,0,-1,2b
7013,0,1,0,-1,2b
7013,20,1,1,-1,2b
7013,-20,0,1,-1,2b
7013,10,1,0,-1,2b
7013,-30,0,1,-1,2b
7013,-20,0,1,1,2b
7013,6,0,0,1,2b
7013,30,1,1,1,2b
7013,-6,0,0,1,2b
7013,20,1,1,1,2b
7013,-30,0,1,1,2b
7013,0,0,0,1,2b
7013,10,1,0,1,2b
7013,-10,0,0,1,2b
7013,-3,0,0,1,2b
7013,3,0,0,1,2b
7013,-3,0,0,1,2b
7013,-30,0,1,1,2b
7013,0,0,0,1,2b
7013,3,0,0,1,2b
7013,6,0,0,1,2b
7013,-20,0,1,1,2b
7013,20,1,1,1,2b
7013,30,1,1,1,2b
7013,-6,0,0,1,2b
7013,-10,0,0,1,2b
7013,10,1,0,1,2b
7013,10,1,1,-1,2b
7013,6,1,0,-1,2b
7013,-30,0,1,-1,2b
7013,-20,0,1,-1,2b
7013,-6,0,1,-1,2b
7013,3,0,0,-1,2b
7013,30,1,1,-1,2b
7013,0,1,0,-1,2b
7013,-10,0,0,-1,2b
7013,20,1,1,-1,2b
7013,-3,0,0,-1,2b
7013,6,1,0,1,2b
7013,0,0,0,1,2b
7013,-20,0,0,1,2b
7013,-3,0,0,1,2b
7013,10,1,0,1,2b
7013,-6,0,0,1,2b
7013,-30,0,1,1,2b
7013,-10,0,1,1,2b
7013,30,1,1,1,2b
7013,3,0,0,1,2b
7013,20,1,1,1,2b
7013,3,1,0,-1,2b
7013,-20,0,1,-1,2b
7013,-30,0,1,-1,2b
7013,10,1,0,-1,2b
7013,-10,0,0,-1,2b
7013,20,1,0,-1,2b
7013,6,1,0,-1,2b
7013,0,1,0,-1,2b
7013,30,1,1,-1,2b
7013,-6,0,0,-1,2b
7013,-3,1,0,-1,2b
7013,-6,1,0,-1,2b
7013,30,1,1,-1,2b
7013,6,1,0,-1,2b
7013,-20,0,1,-1,2b
7013,-30,0,1,-1,2b
7013,3,1,0,-1,2b
7013,20,1,0,-1,2b
7013,10,1,0,-1,2b
7013,-3,1,0,-1,2b
7013,-10,1,0,-1,2b
7013,0,1,0,-1,2b
7013,30,1,1,1,2b
7013,6,1,0,1,2b
7013,10,1,0,1,2b
7013,0,0,0,1,2b
7013,-20,0,1,1,2b
7013,3,1,0,1,2b
7013,-30,0,1,1,2b
7013,20,1,1,1,2b
7013,-3,0,0,1,2b
7013,-6,0,0,1,2b
7013,-10,0,0,1,2b
7013,6,1,1,-1,2a
7013,-30,0,1,-1,2a
7013,-6,1,1,-1,2a
7013,-20,1,0,-1,2a
7013,0,1,1,-1,2a
7013,20,1,1,-1,2a
7013,30,0,0,-1,2a
7013,-10,1,0,-1,2a
7013,10,1,1,-1,2a
7013,3,0,0,-1,2a
7013,-3,1,0,-1,2a
7013,-6,0,0,1,2a
7013,6,1,0,1,2a
7013,10,0,0,1,2a
7013,-10,1,0,1,2a
7013,-20,1,0,1,2a
7013,20,1,0,1,2a
7013,0,0,0,1,2a
7013,-3,1,0,1,2a
7013,-30,0,1,1,2a
7013,3,1,0,1,2a
7013,30,1,1,1,2a
7013,-6,1,0,1,2a
7013,20,1,1,1,2a
7013,10,1,1,1,2a
7013,30,1,1,1,2a
7013,3,1,1,1,2a
7013,0,1,0,1,2a
7013,-30,0,1,1,2a
7013,-10,0,1,1,2a
7013,-20,0,1,1,2a
7013,-3,0,0,1,2a
7013,6,1,0,1,2a
7013,20,1,1,-1,2a
7013,-20,0,1,-1,2a
7013,-30,0,0,-1,2a
7013,3,0,1,-1,2a
7013,6,0,0,-1,2a
7013,-3,0,0,-1,2a
7013,-6,0,0,-1,2a
7013,30,1,1,-1,2a
7013,-10,0,0,-1,2a
7013,10,1,0,-1,2a
7013,0,0,0,-1,2a
7013,-3,0,0,-1,2a
7013,10,1,0,-1,2a
7013,-20,0,1,-1,2a
7013,-10,0,0,-1,2a
7013,0,0,0,-1,2a
7013,20,1,0,-1,2a
7013,3,0,0,-1,2a
7013,30,1,1,-1,2a
7013,6,1,1,-1,2a
7013,-6,1,1,-1,2a
7013,-30,0,1,-1,2a
7013,3,1,1,1,2a
7013,0,1,1,1,2a
7013,10,1,1,1,2a
7013,30,1,1,1,2a
7013,20,1,1,1,2a
7013,6,1,0,1,2a
7013,-6,1,0,1,2a
7013,-20,0,1,1,2a
7013,-10,0,1,1,2a
7013,-3,1,0,1,2a
7013,-30,0,1,1,2a
7013,20,1,1,1,2a
7013,-10,0,0,1,2a
7013,30,1,1,1,2a
7013,10,1,1,1,2a
7013,0,1,0,1,2a
7013,3,1,0,1,2a
7013,-20,0,1,1,2a
7013,-6,1,0,1,2a
7013,6,1,0,1,2a
7013,-30,0,1,1,2a
7013,-3,1,0,1,2a
7013,3,0,0,-1,2a
7013,10,1,0,-1,2a
7013,-10,0,0,-1,2a
7013,-6,0,0,-1,2a
7013,-30,0,1,-1,2a
7013,0,0,0,-1,2a
7013,-20,0,1,-1,2a
7013,-3,0,0,-1,2a
7013,30,1,1,-1,2a
7013,20,1,1,-1,2a
7013,6,1,0,-1,2a
7013,30,1,1,1,2a
7013,10,1,1,1,2a
7013,0,1,0,1,2a
7013,3,1,0,1,2a
7013,-30,0,1,1,2a
7013,-20,0,1,1,2a
7013,6,1,0,1,2a
7013,-3,1,1,1,2a
7013,-6,1,1,1,2a
7013,-10,1,1,1,2a
7013,20,1,1,1,2a
7013,3,0,1,-1,2a
7013,-20,0,1,-1,2a
7013,30,1,1,-1,2a
7013,-30,0,1,-1,2a
7013,-10,0,0,-1,2a
7013,-3,0,0,-1,2a
7013,-6,0,0,-1,2a
7013,20,1,1,-1,2a
7013,6,0,0,-1,2a
7013,10,0,0,-1,2a
7013,0,0,0,-1,2a
7014,20,1,1,-1,2a
7014,0,0,0,-1,2a
7014,3,0,0,-1,2a
7014,-3,0,0,-1,2a
7014,10,0,0,-1,2a
7014,-30,0,1,-1,2a
7014,30,1,1,-1,2a
7014,-20,0,1,-1,2a
7014,-6,0,0,-1,2a
7014,-10,0,1,-1,2a
7014,6,0,0,-1,2a
7014,-6,1,0,1,2a
7014,6,1,0,1,2a
7014,0,1,0,1,2a
7014,3,1,0,1,2a
7014,-30,0,1,1,2a
7014,-3,1,0,1,2a
7014,-10,0,1,1,2a
7014,10,1,1,1,2a
7014,-20,0,1,1,2a
7014,30,1,1,1,2a
7014,20,1,0,1,2a
7014,-20,0,1,-1,2a
7014,-3,0,0,-1,2a
7014,6,0,0,-1,2a
7014,0,0,0,-1,2a
7014,30,1,1,-1,2a
7014,-6,0,0,-1,2a
7014,-30,0,1,-1,2a
7014,20,1,1,-1,2a
7014,3,0,0,-1,2a
7014,10,0,0,-1,2a
7014,-10,0,1,-1,2a
7014,6,1,0,1,2a
7014,-3,1,0,1,2a
7014,-6,1,0,1,2a
7014,3,1,0,1,2a
7014,-30,0,1,1,2a
7014,30,1,1,1,2a
7014,20,1,1,1,2a
7014,-20,0,1,1,2a
7014,0,1,0,1,2a
7014,-10,1,0,1,2a
7014,10,1,0,1,2a
7014,30,1,1,-1,2a
7014,-3,0,0,-1,2a
7014,0,0,0,-1,2a
7014,-20,0,1,-1,2a
7014,6,0,0,-1,2a
7014,20,1,1,-1,2a
7014,-30,0,1,-1,2a
7014,10,0,0,-1,2a
7014,-6,0,1,-1,2a
7014,-10,0,0,-1,2a
7014,3,0,0,-1,2a
7014,-3,1,0,1,2a
7014,-20,0,1,1,2a
7014,-30,0,1,1,2a
7014,6,1,0,1,2a
7014,20,1,1,1,2a
7014,-10,0,1,1,2a
7014,0,1,0,1,2a
7014,-6,1,0,1,2a
7014,10,1,1,1,2a
7014,3,1,0,1,2a
7014,30,1,1,1,2a
7014,3,0,0,-1,2a
7014,-6,0,1,-1,2a
7014,-10,0,0,-1,2a
7014,20,1,1,-1,2a
7014,-3,0,0,-1,2a
7014,30,1,1,-1,2a
7014,0,0,0,-1,2a
7014,-30,0,1,-1,2a
7014,10,1,1,-1,2a
7014,-20,0,1,-1,2a
7014,6,1,0,-1,2a
7014,-30,0,1,1,2a
7014,-10,0,1,1,2a
7014,0,1,0,1,2a
7014,10,1,0,1,2a
7014,-6,1,0,1,2a
7014,-20,0,1,1,2a
7014,-3,1,0,1,2a
7014,20,1,1,1,2a
7014,3,1,0,1,2a
7014,6,1,1,1,2a
7014,30,1,1,1,2a
7014,-10,0,0,-1,2a
7014,-30,0,1,-1,2a
7014,-3,0,0,-1,2a
7014,0,0,0,-1,2a
7014,6,0,0,-1,2a
7014,20,1,1,-1,2a
7014,3,0,0,-1,2a
7014,-20,0,1,-1,2a
7014,30,1,1,-1,2a
7014,-6,0,0,-1,2a
7014,10,1,1,-1,2a
7014,-20,0,1,1,2a
7014,30,1,1,1,2a
7014,-6,1,0,1,2a
7014,-10,0,1,1,2a
7014,20,1,1,1,2a
7014,-3,1,0,1,2a
7014,6,1,1,1,2a
7014,10,1,0,1,2a
7014,0,1,0,1,2a
7014,3,1,0,1,2a
7014,-30,0,1,1,2a
7014,20,1,1,-1,2b
7014,-30,0,1,-1,2b
7014,6,1,1,-1,2b
7014,-3,1,0,-1,2b
7014,-6,0,1,-1,2b
7014,10,1,1,-1,2b
7014,30,1,1,-1,2b
7014,-20,0,1,-1,2b
7014,3,1,0,-1,2b
7014,-10,0,1,-1,2b
7014,0,1,0,-1,2b
7014,10,0,0,1,2b
7014,-10,0,0,1,2b
7014,-6,0,0,1,2b
7014,-3,0,0,1,2b
7014,-30,0,1,1,2b
7014,3,0,0,1,2b
7014,30,1,1,1,2b
7014,0,0,0,1,2b
7014,20,1,1,1,2b
7014,6,0,0,1,2b
7014,-20,0,1,1,2b
7014,-20,0,1,1,2b
7014,6,0,0,1,2b
7014,-3,0,0,1,2b
7014,-6,0,0,1,2b
7014,-30,0,1,1,2b
7014,3,0,0,1,2b
7014,0,0,0,1,2b
7014,-10,0,0,1,2b
7014,10,0,0,1,2b
7014,20,1,1,1,2b
7014,30,1,1,1,2b
7014,3,1,0,-1,2b
7014,-30,0,1,-1,2b
7014,-10,1,0,-1,2b
7014,30,1,1,-1,2b
7014,0,1,0,-1,2b
7014,10,1,0,-1,2b
7014,-3,1,0,-1,2b
7014,20,1,1,-1,2b
7014,6,1,0,-1,2b
7014,-6,1,0,-1,2b
7014,-20,0,1,-1,2b
7014,-6,0,0,1,2b
7014,-20,0,1,1,2b
7014,6,0,0,1,2b
7014,0,0,0,1,2b
7014,-30,0,1,1,2b
7014,-3,0,0,1,2b
7014,10,0,0,1,2b
7014,-10,0,1,1,2b
7014,3,0,0,1,2b
7014,20,1,1,1,2b
7014,30,1,1,1,2b
7014,-10,0,1,-1,2b
7014,-3,1,0,-1,2b
7014,20,1,1,-1,2b
7014,3,1,0,-1,2b
7014,-6,1,0,-1,2b
7014,6,1,0,-1,2b
7014,10,1,1,-1,2b
7014,30,1,1,-1,2b
7014,-30,0,1,-1,2b
7014,0,1,0,-1,2b
7014,-20,0,1,-1,2b
7014,0,1,0,-1,2b
7014,30,1,1,-1,2b
7014,10,1,1,-1,2b
7014,-20,0,1,-1,2b
7014,-10,0,1,-1,2b
7014,20,1,1,-1,2b
7014,-3,1,0,-1,2b
7014,6,1,1,-1,2b
7014,-6,1,0,-1,2b
7014,-30,0,1,-1,2b
7014,3,1,0,-1,2b
7014,10,1,1,1,2b
7014,-10,0,0,1,2b
7014,20,1,1,1,2b
7014,-6,0,0,1,2b
7014,3,0,0,1,2b
7014,-3,0,0,1,2b
7014,-30,0,1,1,2b
7014,-20,0,1,1,2b
7014,6,1,1,1,2b
7014,0,0,0,1,2b
7014,30,1,1,1,2b
7014,-6,1,0,-1,2b
7014,-20,0,1,-1,2b
7014,30,1,1,-1,2b
7014,10,1,1,-1,2b
7014,20,1,1,-1,2b
7014,-3,1,0,-1,2b
7014,-10,0,1,-1,2b
7014,-30,0,1,-1,2b
7014,3,1,0,-1,2b
7014,0,1,0,-1,2b
7014,6,1,0,-1,2b
7014,-20,0,1,1,2b
7014,-10,0,0,1,2b
7014,30,0,0,1,2b
7014,6,0,0,1,2b
7014,-6,0,0,1,2b
7014,3,0,0,1,2b
7014,10,1,1,1,2b
7014,-3,0,0,1,2b
7014,20,1,1,1,2b
7014,-30,0,1,1,2b
7014,0,0,0,1,2b