Subj_idx,Trial_number,Stimulus,Response,Confidence,RT_dec,RT_conf,Time_finish,Response_angle_in_degrees,Response_raw_in_degrees,RT_start_trial
4415,14,183,0,25,1.8,16.5,18.3,223.3,40.3,3.7
4415,15,167,0,25,1.6,7.8,9.4,192.2,25.2,6.4
4415,16,105,0,46,0.6,24.4,25,171.3,66.3,8.8
4415,17,242,0,24,1.5,12.6,14.1,165.4,-76.6,6
4415,18,14,0,25,0.7,18.1,18.8,42.5,28.5,7.6
4415,19,328,1,27,0.8,8.8,9.6,323.9,-4.1,9.4
4415,20,64,0,22,1.6,9,10.6,28.9,-35.1,6.7
4415,21,266,0,18,1.5,14.3,15.8,205.3,-60.7,3.7
4415,22,194,0,22,1.6,7.5,9.1,107,-87,6.1
4415,23,81,1,29,1.6,13.4,15,62.5,-18.5,12.2
4415,24,318,0,22,2.3,9.8,12.1,340.2,22.2,4.7
4415,25,57,1,21,1.4,9,10.4,47.7,-9.3,8.3
4415,26,290,0,18,0.8,13.8,14.6,263.8,-26.2,4.7
4415,27,155,1,22,1.4,7.2,8.6,156.2,1.2,4.1
4415,28,111,1,15,1.5,7.9,9.4,113.7,2.7,4.6
4415,29,213,0,22,1.7,7.8,9.5,160.6,-52.4,6.3
4415,30,302,0,13,0.5,13.6,14.1,267.8,-34.2,4.7
4806,1,212,1,22,3,18.1,21.1,205.3,-6.7,3.1
4806,2,348,1,24,2.4,9.1,11.5,336.5,-11.5,5.2
4806,3,238,1,19,3.3,10.3,13.6,236.6,-1.4,2
4806,4,111,1,27,3.2,11.5,14.7,112.4,1.4,2.6
4806,5,60,0,15,2,2.4,4.4,93.8,33.8,2.6
4806,6,75,1,17,1.9,14.3,16.2,63,-12,1.6
4806,7,248,0,13,2.6,6.7,9.3,219.7,-28.3,4.3
4806,8,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4806,9,241,0,22,1.3,6,7.3,210.9,-30.1,2.8
4806,10,202,1,26,2.4,6.8,9.2,188.7,-13.3,2.6
4806,11,260,0,8,2.5,6.5,9,206.7,-53.3,2
4806,12,153,1,27,1.1,8.9,10,164.3,11.3,2.2
4806,13,126,1,24,2.3,5.5,7.8,116.9,-9.1,1.4
4806,14,246,0,31,2,14.4,16.4,282,36,2.1
4806,15,336,1,21,1,6.3,7.3,321.8,-14.2,2.7
4806,16,205,1,27,1.2,7.3,8.5,202.7,-2.3,2.4
4806,17,18,1,31,2.6,7.7,10.3,0.2,-17.8,3.1
4806,18,174,1,20,1,8.2,9.2,163.1,-10.9,2.5
4806,19,167,1,15,3.2,8,11.2,165,-2,2.3
4806,20,344,1,21,1.2,11.2,12.4,342.4,-1.6,1.1
4806,21,313,1,19,1.1,9.1,10.2,314.2,1.2,1.4
4806,22,93,1,27,2.2,17.3,19.5,87.9,-5.1,1.7
4806,23,309,1,12,1.7,6.9,8.6,302.6,-6.4,1.7
4806,24,96,0,4,1,7.4,8.4,113.7,17.7,2.9
4806,25,204,,,,,,,,
4806,26,53,0,25,2.9,13.2,16.1,22.2,-30.8,1.3
4806,27,203,0,21,2,12.8,14.8,321.9,118.9,3.4
4806,28,148,1,16,1.9,5.7,7.6,153.5,5.5,2.4
4806,29,95,1,19,1.3,5.9,7.2,76.1,-18.9,1.6
4806,30,84,0,14,1.9,3.6,5.5,66.8,-17.2,1.6
4840,1,191,0,20,4.8,16.9,21.7,163.3,-27.7,4
4840,2,355,1,22,2.7,23.7,26.4,7.5,12.5,1.7
4840,3,224,0,26,4.4,14.5,18.9,305.6,81.6,1.4
4840,4,54,1,20,4.5,16,20.5,43.9,-10.1,4.1
4840,5,315,1,20,2.6,13.1,15.7,304.3,-10.7,2.6
4840,6,262,1,16,3.1,12.6,15.7,253.7,-8.3,1.9
4840,7,156,0,14,2.4,13.1,15.5,170.4,14.4,2.9
4840,8,281,0,22,2.8,11.5,14.3,213.4,-67.6,3.1
4840,9,157,1,22,2.7,8.4,11.1,170,13,2.9
4840,10,51,1,19,2.2,13.2,15.4,56,5,1.8
4840,11,293,1,15,3.3,6,9.3,307.8,14.8,2.6
4840,12,76,1,25,2.4,6.7,9.1,53.5,-22.5,1.3
4840,13,138,0,19,3.8,9.7,13.5,247.8,109.8,3.2
4840,14,54,0,25,1.9,13.2,15.1,9.4,-44.6,2.6
4840,15,119,0,26,2,3.9,5.9,59.4,-59.6,2.3
4840,16,188,0,25,2.6,9.2,11.8,335.9,147.9,3.1
4840,17,136,0,27,1.5,7.9,9.4,103.8,-32.2,2.4
4840,18,306,0,30,1,19.4,20.4,266,-40,1.2
4840,19,109,0,27,1.2,8.3,9.5,56.1,-52.9,2.2
4840,20,48,1,23,2.4,4.9,7.3,59.1,11.1,1.4
4840,21,269,0,23,0.8,7.3,8.1,318.7,49.7,1.8
4840,22,52,1,20,2,3.8,5.8,57,5,2.3
4840,23,110,1,24,0.5,8.9,9.4,107.4,-2.6,4
4840,24,154,1,13,1.5,12,13.5,149.7,-4.3,2.6
4840,25,20,1,22,2,10.6,12.6,20.3,0.3,3.3
4840,26,63,1,16,1.5,6,7.5,65.6,2.6,2.3
4840,27,51,0,14,1,4.1,5.1,105.6,54.6,3.3
4840,28,8,0,24,2.8,7.9,10.7,325.1,-42.9,2.1
4840,29,320,1,15,1.9,5.6,7.5,313.1,-6.9,3.1
4840,30,148,1,11,0.8,7.8,8.6,141.6,-6.4,1.6
4908,1,154,0,11,1.3,10.8,12.1,142.8,-11.2,3.5
4908,2,301,0,13,1.5,9.4,10.9,282.6,-18.4,3.1
4908,3,356,0,4,1.4,11.8,13.2,116.8,120.8,1.8
4908,4,289,0,9,2.1,4,6.1,273.2,-15.8,4
4908,5,31,0,9,2.3,5.8,8.1,15.6,-15.4,2.2
4908,6,35,0,19,0.9,8,8.9,84.4,49.4,2.5
4908,7,276,1,17,2.1,6.9,9,280.8,4.8,2.8
4908,8,27,0,19,0.5,8.6,9.1,352.4,-34.6,2
4908,9,108,1,17,1.6,5.3,6.9,113.1,5.1,2.5
4908,10,241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4908,11,327,1,17,0.8,5.7,6.5,312.7,-14.3,1
4908,12,95,1,20,1.2,8.9,10.1,107.1,12.1,2.7
4908,13,46,1,16,1.6,5.6,7.2,39.4,-6.6,2.1
4908,14,130,1,17,0.6,5.5,6.1,133.6,3.6,1.6
4908,15,102,0,12,2.6,3.8,6.4,89.8,-12.2,2.2
4908,16,125,0,14,1.5,7,8.5,85.6,-39.4,3.5
4908,17,204,1,22,0.8,5.7,6.5,187.7,-16.3,1.1
4908,18,183,1,21,1.3,7.2,8.5,186.1,3.1,1.7
4908,19,183,0,17,0.9,4.9,5.8,146.1,-36.9,2.2
4908,20,317,1,14,0.8,4.9,5.7,311.6,-5.4,2.3
4908,21,182,0,18,0.8,2.5,3.3,141.6,-40.4,1.8
4908,22,194,0,19,1.7,1.4,3.1,164.3,-29.7,0.8
4908,23,298,0,13,2.3,4.4,6.7,284.9,-13.1,0.9
4908,24,101,1,20,0.8,6,6.8,90.8,-10.2,2.7
4908,25,97,1,15,0.7,4.3,5,88.2,-8.8,6.7
4908,26,100,0,10,0.2,8.1,8.3,86.6,-13.4,3.1
4908,27,289,1,20,0.6,3,3.6,308.8,19.8,2.3
4908,28,115,0,17,1.5,3.8,5.3,97,-18,2.1
4908,29,114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4908,30,232,0,10,3.1,2.6,5.7,332.7,100.7,0.6
5061,1,39,0,27,2.4,12,14.4,357,-42,3.2
5061,2,270,1,30,2.7,22.7,25.4,268.6,-1.4,2.9
5061,3,251,1,14,2.1,13.3,15.4,250.4,-0.6,3.7
5061,4,316,1,8,1.4,9.7,11.1,320.2,4.2,2.6
5061,5,167,0,6,1.9,7.9,9.8,274,107,1.4
5061,6,359,1,21,1.2,13.1,14.3,16.9,17.9,1.1
5061,7,175,1,13,1.3,10.4,11.7,162.6,-12.4,1.9
5061,8,73,1,5,2.5,9.7,12.2,74.2,1.2,2.3
5061,9,245,1,8,3,8.2,11.2,245.3,0.3,1.1
5061,10,291,0,6,1.3,12.9,14.2,277.2,-13.8,2.7
5061,11,7,1,12,1.8,10.5,12.3,1,-6,2.8
5061,12,298,0,3,1.5,10,11.5,283.4,-14.6,2.1
5061,13,62,0,13,7.1,32.3,39.4,77.9,15.9,13
5061,14,356,0,4,2.9,5.7,8.6,351.7,-4.3,99.8
5061,15,243,0,26,2,6.9,8.9,276.9,33.9,2.5
5061,16,215,0,8,2.2,12.1,14.3,204.7,-10.3,1.9
5061,17,232,1,18,1.8,10.1,11.9,220.6,-11.4,2.2
5061,18,134,1,33,2.4,9.7,12.1,129.1,-4.9,3.5
5061,19,257,0,12,1.2,11,12.2,242.6,-14.4,1.5
5061,20,73,1,10,3.1,9.7,12.8,79.9,6.9,1
5061,21,53,0,17,1.8,8.7,10.5,28.1,-24.9,1.9
5061,22,77,1,16,2.1,12,14.1,78.3,1.3,2.7
5061,23,31,0,14,2.7,8,10.7,46,15,1.8
5061,24,232,0,13,0.7,7.8,8.5,199.6,-32.4,20.3
5061,25,84,1,14,1.1,7.8,8.9,71,-13,3.7
5061,26,10,1,14,1.7,6.1,7.8,15.9,5.9,2.3
5061,27,34,0,13,1.9,12.6,14.5,15,-19,2.9
5061,28,192,,,,,,,,
5061,29,229,1,15,2,5.2,7.2,223,-6,1.8
5061,30,13,1,19,1.4,2.7,4.1,7.8,-5.2,0.8
5078,1,129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5078,2,289,1,16,1.9,21.5,23.4,281.7,-7.3,10
5078,3,49,0,18,1.6,28.5,30.1,11.3,-37.7,3.5
5078,4,229,0,12,1,20.3,21.3,208.3,-20.7,4.1
5078,5,58,1,16,1.4,12.2,13.6,49.5,-8.5,2.7
5078,6,34,1,30,2.6,12.7,15.3,33.9,-0.1,3.4
5078,7,207,0,179,1.3,19.9,21.2,26.6,179.6,2.9
5078,8,202,1,180,4.7,9.8,14.5,213.7,11.7,1.1
5078,9,160,1,16,2.1,11.4,13.5,154.7,-5.3,6.2
5078,10,346,0,11,1.6,10.2,11.8,5.7,19.7,4.3
5078,11,294,1,16,1.7,12.6,14.3,301.7,7.7,3
5078,12,267,1,17,12.1,16.7,28.8,276.7,9.7,3.3
5078,13,10,0,15,3.6,11.8,15.4,346.4,-23.6,2.3
5078,14,34,0,5,7.7,-1,6.7,13.4,-20.6,2.1
5078,15,40,1,11,2.2,6.8,9,42.8,2.8,3.5
5078,16,123,1,17,3.2,15.6,18.8,129.5,6.5,2.2
5078,17,289,0,14,1.1,10.7,11.8,272.3,-16.7,3.1
5078,18,150,1,22,1,12,13,148,-2,3.2
5078,19,63,0,8,1.4,49.9,51.3,18.8,-44.2,5.3
5078,20,60,1,12,6.5,12,18.5,56.3,-3.7,25.6
5078,21,20,0,15,1.7,10.2,11.9,354.8,-25.2,3.2
5078,22,20,0,0,2,5.8,7.8,1.6,-18.4,4.2
5078,23,105,0,16,1.2,9.7,10.9,73,-32,2.4
5078,24,15,1,20,1.7,8.1,9.8,27.7,12.7,2.3
5078,25,150,1,20,2.9,7.1,10,145.3,-4.7,6.8
5078,26,154,1,16,2.2,5.9,8.1,139.8,-14.2,3.1
5078,27,150,1,5,1.9,5.5,7.4,145.4,-4.6,6.3
5078,28,312,1,12,1.7,6.2,7.9,320.9,8.9,6.7
5078,29,329,0,9,0.9,5.8,6.7,301.8,-27.2,2.3
5078,30,254,0,29,2,6.9,8.9,68.8,174.8,1.3
6839,1,341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6839,2,172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6839,3,79,1,18,3.3,78.5,81.8,96.4,17.4,4.7
6839,4,342,0,17,8.9,3.6,12.5,319.4,-22.6,1.9
6839,5,159,0,25,3.2,11.4,14.6,117.3,-41.7,1.6
6839,6,47,1,168,2.5,19.1,21.6,303.7,-103.3,2.3
6839,7,184,1,17,5.1,2.2,7.3,183.7,-0.3,4.5
6839,8,290,0,6,2.4,10.9,13.3,314.7,24.7,2.7
6839,9,242,0,27,1.8,12.5,14.3,201.5,-40.5,2.6
6839,10,215,1,26,4.6,6.1,10.7,189.4,-25.6,2.4
6839,11,254,0,29,2.3,5.7,8,159.4,-94.6,3.3
6839,12,334,0,30,1.4,11,12.4,235.2,-98.8,2.5
6839,13,190,0,28,2.2,10.8,13,100.1,-89.9,2.7
6839,14,352,1,17,1.2,11.1,12.3,6.8,14.8,3.2
6839,15,332,1,30,2.3,12.3,14.6,323,-9,3.4
6839,16,142,1,17,2.7,16,18.7,138.8,-3.2,2.5
6839,17,178,1,5,1.6,8.8,10.4,175.3,-2.7,4.3
6839,18,205,0,6,2,3.8,5.8,188.5,-16.5,1.6
6839,19,153,0,15,5,11.4,16.4,115.3,-37.7,2.1
6839,20,144,1,17,1.3,16.9,18.2,127.9,-16.1,2.4
6839,21,158,0,16,2.5,7.7,10.2,124.5,-33.5,2.3
6839,22,86,1,20,3.2,7.4,10.6,84.9,-1.1,2.7
6839,23,66,0,29,3.2,7.5,10.7,108.6,42.6,2.6
6839,24,114,1,17,0.7,7.7,8.4,113.6,-0.4,1.3
6839,25,123,0,19,0.8,12.8,13.6,101.9,-21.1,5.4
6839,26,145,1,43,1.7,6.2,7.9,133.8,-11.2,2.5
6839,27,12,0,25,1.5,16.9,18.4,339.9,-32.1,6.7
6839,28,16,0,18,1.4,12.3,13.7,331.9,-44.1,0.5
6839,29,339,0,19,1,16.3,17.3,226.8,-112.2,1.3
6839,30,81,1,20,2.2,10.8,13,61.6,-19.4,2.4
6858,1,342,0,30,3.6,9.1,12.7,222.2,-119.8,3.1
6858,2,74,1,44,3.4,9.1,12.5,32.3,-41.7,3
6858,3,220,1,40,1.6,5.8,7.4,201.8,-18.2,2.8
6858,4,145,1,30,0,12.4,12.4,151.3,6.3,3.1
6858,5,79,1,27,2,11.5,13.5,61.3,-17.7,1.3
6858,6,137,1,42,2.7,14.5,17.2,117.4,-19.6,2.2
6858,7,352,1,37,0.9,14.6,15.5,3.7,11.7,4
6858,8,78,1,40,2.1,14.8,16.9,49.6,-28.4,2.5
6858,9,140,0,24,1.8,5.8,7.6,180.6,40.6,1.2
6858,10,64,1,36,1.7,12.4,14.1,67.5,3.5,0.9
6858,11,327,1,41,4.1,5.9,10,294.4,-32.6,7.9
6858,12,195,0,31,1.8,11.2,13,121.1,-73.9,2.6
6858,13,47,0,48,2.2,5.7,7.9,326.5,-80.5,2.2
6858,14,353,1,46,1.9,3.5,5.4,1.2,8.2,4
6858,15,356,1,39,2.4,5.2,7.6,338.2,-17.8,3.4
6858,16,276,1,31,1.7,5.6,7.3,290.6,14.6,1.5
6858,17,357,1,36,3,8.9,11.9,23.1,26.1,5.6
6858,18,147,0,23,1.2,9,10.2,49.8,-97.2,1.2
6858,19,291,1,59,1.7,11.7,13.4,318,27,2.9
6858,20,220,1,44,1.9,6.2,8.1,241.9,21.9,2.8
6858,21,348,1,49,0.6,9.3,9.9,24.5,36.5,2.8
6858,22,50,1,27,2.2,5.3,7.5,35.5,-14.5,4
6858,23,93,1,53,2,6.4,8.4,128.3,35.3,1.3
6858,24,255,1,57,0.7,8.8,9.5,260.7,5.7,3
6858,25,53,1,49,0.6,9.3,9.9,55.6,2.6,1.8
6858,26,4,0,16,2.3,5.2,7.5,333.4,-30.6,2.5
6858,27,327,0,11,1,11.5,12.5,342.9,15.9,3.2
6858,28,50,0,27,1.3,6.5,7.8,82,32,3.4
6858,29,37,1,31,1,7.4,8.4,49.8,12.8,2.2
6858,30,273,1,43,1.2,8.3,9.5,304.5,31.5,2.2
7124,1,56,1,23,3.7,7.5,11.2,67.2,11.2,4.3
7124,2,95,1,21,4.5,8.1,12.6,78.1,-16.9,2.9
7124,3,199,1,15,3.8,10.5,14.3,199.1,0.1,1.8
7124,4,65,0,27,2.5,13.2,15.7,31.6,-33.4,1.8
7124,5,191,1,22,1.7,9,10.7,186.3,-4.7,3.5
7124,6,107,1,23,1.4,10.9,12.3,98.1,-8.9,3.1
7124,7,152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7124,8,103,1,22,2.4,8.6,11,98.6,-4.4,3.1
7124,9,123,1,28,3.4,21.3,24.7,149.5,26.5,2.6
7124,10,2,1,23,2.1,10.5,12.6,6.2,4.2,1.5
7124,11,325,0,17,1.7,9.1,10.8,36.4,71.4,1.2
7124,12,134,1,26,3.3,20.5,23.8,157.9,23.9,2.3
7124,13,83,0,28,4,13.4,17.4,158.3,75.3,1
7124,14,159,0,9,3.1,1.5,4.6,133.6,-25.4,7.3
7124,15,287,1,23,2.6,4.9,7.5,286.2,-0.8,1.3
7124,16,104,1,24,1.9,4.7,6.6,87.5,-16.5,5.5
7124,17,230,0,13,2.6,5.1,7.7,214.9,-15.1,1.9
7124,18,322,0,26,4.5,5.4,9.9,293.1,-28.9,1.3
7124,19,147,0,27,2,9.1,11.1,102.7,-44.3,2.1
7124,20,7,0,25,1.1,9,10.1,36.1,29.1,2
7124,21,219,1,27,1.9,8.7,10.6,198.9,-20.1,1.7
7124,22,145,1,35,0.5,9.5,10,136.1,-8.9,1.3
7124,23,335,1,20,2.2,12.2,14.4,330.4,-4.6,2.2
7124,24,102,1,27,1.8,13.6,15.4,92.2,-9.8,1.3
7124,25,8,1,20,3,3.9,6.9,24.5,16.5,1.2
7124,26,209,0,8,1.5,14.8,16.3,191,-18,1.3
7124,27,26,1,16,2.7,1.8,4.5,22.3,-3.7,2.6
7124,28,204,0,18,3.7,3.3,7,170.7,-33.3,3.6
7124,29,173,1,20,2.4,5.5,7.9,173.6,0.6,1.5
7124,30,328,0,14,2.2,9.6,11.8,300.9,-27.1,1.9
7143,1,352,0,39,5.2,14.6,19.8,312.4,-39.6,2.5
7143,2,272,0,26,2.8,16,18.8,242.1,-29.9,2.9
7143,3,332,1,31,3,12.6,15.6,315.7,-16.3,2.8
7143,4,121,1,49,1.6,20.9,22.5,124.2,3.2,2.7
7143,5,226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7143,6,41,1,28,1.7,17.8,19.5,36.5,-4.5,1.2
7143,7,166,1,23,1.5,8.5,10,154.3,-11.7,1.8
7143,8,74,1,45,1.5,16,17.5,65.2,-8.8,3.1
7143,9,351,1,22,2.4,18.2,20.6,330,-21,2.4
7143,10,55,1,32,1.3,29,30.3,62.9,7.9,3.6
7143,11,120,1,16,2.3,7.7,10,113.8,-6.2,3.2
7143,12,140,1,13,1.6,14.2,15.8,150.7,10.7,2.2
7143,13,318,1,16,1.9,12.5,14.4,312.2,-5.8,3.1
7143,14,4,1,16,2.3,8.9,11.2,350,-14,1.6
7143,15,206,0,13,1.6,13.8,15.4,185.5,-20.5,3.3
7143,16,219,1,19,1.9,17.2,19.1,224.4,5.4,2.2
7143,17,227,1,20,1.4,16.3,17.7,228.3,1.3,3.6
7143,18,210,0,5,3.8,7.4,11.2,200.4,-9.6,2.7
7143,19,193,1,21,2.1,8.3,10.4,188.6,-4.4,2.4
7143,20,100,0,12,2.4,11.2,13.6,82.2,-17.8,2.1
7143,21,87,1,24,2,18.1,20.1,69.1,-17.9,3.6
7143,22,330,0,24,1.8,12.1,13.9,300.9,-29.1,2.6
7143,23,159,0,28,2.1,15.3,17.4,124.8,-34.2,1.3
7143,24,158,1,19,2.8,14,16.8,158.7,0.7,2
7143,25,154,1,40,3.1,15.5,18.6,138.1,-15.9,2.5
7143,26,183,0,30,2.1,15.1,17.2,139,-44,5.3
7143,27,169,1,28,2,12.5,14.5,178.7,9.7,3
7143,28,192,1,26,1.9,16,17.9,197.4,5.4,5.6
7143,29,295,1,23,1.9,12.9,14.8,294.9,-0.1,2.9
7143,30,344,1,22,1.1,12.3,13.4,345.7,1.7,3.6
7409,1,139,0,18,2.3,5,7.3,209.1,70.1,3
7409,2,85,0,15,1,9.2,10.2,122.2,37.2,4.9
7409,3,251,0,30,1.2,22.8,24,218.2,-32.8,1.1
7409,4,18,0,26,2.2,11,13.2,186.2,168.2,1.1
7409,5,150,1,37,1.9,11.8,13.7,132.5,-17.5,4.1
7409,6,16,0,54,1.8,12.2,14,318.3,-57.7,4.5
7409,7,336,0,19,2.1,8.3,10.4,290.6,-45.4,0.9
7409,8,168,1,25,0.8,12,12.8,163.7,-4.3,1.9
7409,9,306,1,17,2.1,7.3,9.4,304,-2,1.3
7409,10,205,1,25,0.8,16.5,17.3,216.5,11.5,1
7409,11,60,1,30,1.6,11.9,13.5,71,11,1.4
7409,12,243,1,33,1.8,5.6,7.4,254.2,11.2,1.9
7409,13,169,0,23,0.7,11.9,12.6,105.7,-63.3,1.9
7409,14,278,1,17,1.6,9.5,11.1,278.3,0.3,1.2
7409,15,279,1,18,1,11.3,12.3,295.8,16.8,2.3
7409,16,191,0,21,2.4,8.1,10.5,261.6,70.6,1.9
7409,17,202,1,12,1.9,5.4,7.3,211.8,9.8,1.2
7409,18,241,1,13,1.5,8.7,10.2,238.3,-2.7,1.5
7409,19,209,1,13,2,5.1,7.1,212.3,3.3,3
7409,20,350,1,25,2.7,8.9,11.6,326.6,-23.4,2.7
7409,21,114,0,19,0.6,8.1,8.7,82.2,-31.8,1
7409,22,120,1,15,0.6,5.2,5.8,119.7,-0.3,2.1
7409,23,91,1,10,1.7,3.3,5,87.5,-3.5,2.3
7409,24,52,1,12,1.1,4.4,5.5,51.9,-0.1,3.1
7409,25,36,0,15,1.2,13,14.2,157.2,121.2,1.1
7409,26,164,1,20,1.6,10.8,12.4,170.5,6.5,1.2
7409,27,283,1,10,0.8,8.6,9.4,276.1,-6.9,2.2
7409,28,161,1,11,0.7,4.8,5.5,153.7,-7.3,4.4
7409,29,312,1,14,1.7,9,10.7,321.7,9.7,2.1
7409,30,265,1,17,1.8,12.3,14.1,269.2,4.2,3.4
7428,1,77,0,28,1.6,19.4,21,36.2,-40.8,3.4
7428,2,21,1,20,2.2,15.9,18.1,22.8,1.8,12.3
7428,3,53,0,13,2,33.2,35.2,239.9,-173.1,1
7428,4,289,0,25,2.7,10.8,13.5,240.2,-48.8,1.8
7428,5,132,1,39,2.4,19.4,21.8,163.1,31.1,5.3
7428,6,173,1,25,2.4,18.2,20.6,163.2,-9.8,3
7428,7,158,1,31,3.1,16.9,20,144,-14,2.3
7428,8,43,0,31,2,12.2,14.2,344.1,-58.9,1.1
7428,9,201,0,34,2.7,18.6,21.3,161.5,-39.5,2.6
7428,10,135,0,26,2.6,11.1,13.7,234.7,99.7,1.3
7428,11,294,1,38,1,11.2,12.2,268.2,-25.8,0.7
7428,12,245,1,55,0.9,7.1,8,215.9,-29.1,1.2
7428,13,216,1,55,1.3,15.7,17,246.5,30.5,1.9
7428,14,22,1,61,2.1,41.7,43.8,52.3,30.3,3.1
7428,15,91,1,29,3.1,17.1,20.2,83.9,-7.1,0.9
7428,16,98,0,29,1.6,13.5,15.1,63.9,-34.1,1.9
7428,17,184,1,50,1.5,14.1,15.6,180.2,-3.8,3.3
7428,18,60,0,21,2.4,5.6,8,213.9,153.9,1.6
7428,19,268,1,26,2,16,18,275.7,7.7,1.5
7428,20,289,1,21,2,8.6,10.6,298.2,9.2,1.4
7428,21,37,1,23,1.4,14.9,16.3,36.9,-0.1,2.3
7428,22,75,1,15,1.5,12.1,13.6,72.4,-2.6,1.1
7428,23,82,0,21,2.1,20.1,22.2,106.5,24.5,2.9
7428,24,350,1,13,1.2,6.4,7.6,341,-9,1.3
7428,25,173,1,19,1.7,8.4,10.1,158.1,-14.9,2.1
7428,26,91,1,8,1.7,15.1,16.8,85.5,-5.5,2.8
7428,27,66,0,13,1.8,13.2,15,47.4,-18.6,1.3
7428,28,0,0,21,1.6,22.6,24.2,174.4,174.4,1.2
7428,29,178,0,30,1.3,22.8,24.1,146.6,-31.4,2
7428,30,178,0,14,0.8,15.8,16.6,138.1,-39.9,2