Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Accuracy,Trial_in_block
6,1,1,3,0.517,0.9,1,1,13
6,1,1,3,0.7,1.001,2,1,14
6,1,1,3,0.55,0.884,1,1,15
6,1,1,4,0.45,0.901,2,1,16
6,1,1,4,0.584,0.7,2,1,17
6,0,0,4,0.334,1.284,2,1,18
6,1,1,3,0.584,0.833,1,1,19
6,1,1,2,1.184,1.051,1,1,20
6,1,1,2,0.65,0.901,1,1,21
6,1,0,2,0.701,1.017,2,0,22
6,1,1,3,0.95,0.784,2,1,23
6,1,1,3,0.467,0.884,1,1,24
6,1,1,3,0.15,1.367,2,1,25
6,0,0,3,0.3,0.967,2,1,26
6,1,1,3,0.5,1.534,2,1,27
6,0,1,3,0.684,1.101,1,0,28
6,0,0,3,0.484,0.884,1,1,29
6,0,0,3,0.05,1.434,2,1,30
6,0,0,3,0.75,1.034,2,1,31
6,0,0,3,0.467,1.017,1,1,32
6,1,1,3,0.45,1.167,1,1,33
6,0,0,3,0.434,1,1,1,34
6,0,0,3,0.384,1.367,2,1,35
6,0,0,3,0.1,1.067,2,1,36
6,0,NaN,NaN,NaN,NaN,2,0,1
6,0,0,2,1.317,1.2,2,1,2
6,0,0,3,1.234,1,1,1,3
6,0,0,3,1.317,1.084,2,1,4
6,0,0,4,1.267,1.1,2,1,5
6,0,0,3,1.217,1.067,1,1,6
6,1,1,3,1.27,1.447,2,1,7
6,1,1,3,1.717,0.85,1,1,8
6,1,1,3,1.051,0.984,2,1,9
6,1,1,3,0.984,0.934,2,1,10
6,1,1,3,1.051,0.884,2,1,11
6,1,1,3,1.051,0.717,2,1,12
6,0,1,3,0.967,0.65,2,0,13
6,0,0,2,1.134,1.067,1,1,14
6,0,0,NaN,1.101,NaN,1,1,15
6,0,0,2,1.218,0.717,2,1,16
6,1,1,2,1.367,0.85,1,1,17
6,0,0,2,1.251,1.512,2,1,18
6,1,0,3,1.901,1.1,1,0,19
6,1,1,1,1.301,1.369,1,1,20
6,1,0,1,1.2,1.097,2,0,21
6,0,0,2,1.334,1,1,1,22
6,1,0,2,1.317,0.817,1,0,23
6,0,0,2,1.084,0.917,1,1,24
6,1,0,2,1.251,0.934,2,0,25
6,1,1,2,1.701,0.05,1,1,26
6,1,1,2,1.784,0.617,1,1,27
6,0,0,4,1.201,0.5,2,1,28
6,0,1,2,1.384,0.584,1,0,29
6,0,0,2,1.117,0.734,2,1,30
6,1,1,2,1.017,0.8,2,1,31
6,1,1,2,0.667,1.05,1,1,32
6,0,0,2,1.017,0.784,1,1,33
6,1,1,2,0.951,0.684,1,1,34
6,0,1,4,1.451,0.967,1,0,35
6,1,1,4,1.101,0.734,2,1,36
7,1,1,4,1.228,1.262,2,1,1
7,1,1,4,0.896,0.871,1,1,2
7,1,1,4,1.013,0.034,2,1,3
7,0,0,3,1.048,1.718,1,1,4
7,1,1,4,1.135,0.332,2,1,5
7,1,1,3,1.493,1.609,1,1,6
7,1,1,4,1.864,0.576,2,1,7
7,0,0,4,0.809,0.441,2,1,8
7,1,1,4,0.767,0.701,2,1,9
7,1,1,4,0.998,1.035,2,1,10
7,1,1,4,0.778,0.823,1,1,11
7,0,0,3,1.314,1.327,2,1,12
7,1,1,3,1.009,0.507,1,1,13
7,0,0,3,1.074,0.609,1,1,14
7,0,0,4,0.888,0.946,1,1,15
7,0,0,4,0.973,1.01,2,1,16
7,1,1,4,0.991,2.177,2,1,17
7,0,0,4,1.09,0.799,1,1,18
7,1,1,4,1.628,0.949,1,1,19
7,1,1,4,0.914,0.953,2,1,20
7,0,0,3,0.937,0.747,1,1,21
7,0,0,4,1.034,0.622,1,1,22
7,0,0,4,1.214,0.553,2,1,23
7,0,0,3,1.1,0.549,2,1,24
7,0,0,4,1.881,0.621,1,1,25
7,1,1,3,1.431,1.535,2,1,26
7,0,0,4,1.108,0.509,2,1,27
7,1,1,3,0.96,0.589,1,1,28
7,1,0,4,1.168,0.715,1,0,29
7,0,0,3,0.935,0.781,2,1,30
7,0,0,3,1.111,1.057,2,1,31
7,0,1,4,2.855,0.387,2,0,32
7,0,0,3,1.02,0.463,1,1,33
7,0,1,4,1.284,0.528,1,0,34
7,1,1,3,1.643,0.459,1,1,35
7,1,1,3,1.055,0.661,1,1,36
7,1,1,3,1.279,1.279,1,1,1
7,0,0,3,0.91,0.91,1,1,2
7,0,0,3,0.897,0.897,2,1,3
7,0,0,4,0.889,0.889,2,1,4
7,1,1,4,0.776,0.776,1,1,5
7,0,0,4,0.84,0.84,1,1,6
7,0,0,4,0.88,0.88,1,1,7
7,1,0,3,1.72,1.72,2,0,8
7,0,0,4,0.742,0.742,2,1,9
7,0,0,3,0.899,0.899,1,1,10
7,0,0,4,0.669,0.669,1,1,11
7,0,0,4,0.655,0.655,2,1,12
7,0,0,4,0.762,0.762,1,1,13
7,0,0,4,0.609,0.609,2,1,14
7,1,1,4,0.63,0.63,2,1,15
7,1,1,3,1.256,1.256,1,1,16
7,0,0,4,1.115,1.115,2,1,17
7,0,0,4,0.691,0.691,2,1,18
7,1,1,3,0.822,0.822,2,1,19
7,1,0,3,0.65,0.65,1,0,20
7,1,1,4,0.725,0.725,2,1,21
7,1,0,4,0.604,0.604,2,0,22
7,0,0,4,0.603,0.603,1,1,23
7,1,1,4,0.655,0.655,2,1,24
7,1,0,4,1.823,1.823,1,0,25
7,1,1,4,0.645,0.645,2,1,26
7,1,1,4,0.463,0.463,1,1,27
7,1,1,3,1.098,1.098,1,1,28
7,0,0,4,0.809,0.809,1,1,29
7,1,1,3,0.942,0.942,1,1,30
7,1,0,4,1.299,1.299,2,0,31
7,0,0,4,1.041,1.041,2,1,32
7,1,1,4,0.749,0.749,2,1,33
7,1,1,3,0.662,0.662,1,1,34
7,0,0,4,1.399,1.399,1,1,35
7,0,0,4,0.805,0.805,2,1,36
7,0,0,4,1.892,0.964,1,1,1
7,1,1,4,0.613,0.817,1,1,2
7,0,0,4,0.689,0.862,2,1,3
7,1,1,4,0.735,0.348,2,1,4
7,0,0,4,0.946,0.305,2,1,5
7,0,0,4,0.775,0.438,1,1,6
7,0,0,3,0.734,0.39,2,1,7
7,1,0,3,0.633,0.416,1,0,8
7,1,1,4,0.751,0.545,2,1,9
7,1,1,3,0.666,0.323,1,1,10
7,1,1,4,0.924,0.64,2,1,11
7,0,0,4,0.772,0.893,1,1,12
7,1,1,4,0.658,0.442,1,1,13
7,1,1,3,1.137,0.413,2,1,14
7,1,1,3,0.707,0.417,2,1,15
7,1,1,4,1.017,0.349,1,1,16
7,0,0,4,0.784,0.327,2,1,17
7,0,0,3,0.792,0.308,1,1,18
7,0,0,4,0.761,0.34,2,1,19
7,1,1,4,0.707,0.344,1,1,20
7,0,0,4,0.65,0.363,1,1,21
7,0,0,4,0.582,0.351,2,1,22
7,0,0,4,0.648,0.352,2,1,23
7,1,1,4,0.62,0.329,2,1,24
7,0,0,4,0.59,0.26,2,1,25
7,0,0,4,0.825,0.302,1,1,26
7,1,0,3,0.727,0.372,1,0,27
7,1,1,4,0.671,0.325,2,1,28
7,1,0,4,0.564,0.403,1,0,29
7,0,0,4,0.749,0.351,2,1,30
7,0,0,4,0.649,0.384,1,1,31
7,0,0,3,0.676,0.374,1,1,32
7,1,1,3,0.825,0.392,2,1,33
7,1,1,4,0.765,0.434,1,1,34
7,0,0,4,0.75,0.352,1,1,35
7,1,1,3,0.774,0.342,2,1,36
7,1,1,3,0.889,1.395,2,1,1
7,1,0,4,0.957,0.943,1,0,2
7,1,1,4,0.749,1.067,1,1,3
7,1,0,3,0.929,0.522,2,0,4
7,1,1,4,0.826,0.706,1,1,5
7,1,1,4,0.762,0.339,1,1,6
7,0,0,3,0.778,0.389,2,1,7
7,0,0,4,0.999,1.536,1,1,8
7,0,0,4,0.723,0.359,2,1,9
7,0,0,4,0.718,0.688,2,1,10
7,0,0,4,0.68,0.386,1,1,11
7,0,0,4,0.688,0.377,1,1,12
7,0,0,4,0.722,0.371,2,1,13
7,0,0,4,0.617,0.35,1,1,14
7,1,0,4,0.621,0.325,1,0,15
7,0,0,4,0.777,0.344,2,1,16
7,1,0,4,1.074,0.359,2,0,17
7,1,1,4,0.694,0.34,2,1,18
7,1,1,4,0.688,0.359,1,1,19
7,1,0,4,1.087,0.349,1,0,20
7,1,1,4,0.769,0.409,2,1,21
7,0,0,4,0.623,0.325,1,1,22
7,1,1,4,0.769,0.313,2,1,23
7,0,0,4,0.958,0.341,1,1,24
7,0,0,4,0.737,0.346,2,1,25
7,0,0,4,0.763,0.277,1,1,26
7,1,1,4,1.077,0.548,1,1,27
7,1,1,4,1.627,0.34,1,1,28
7,0,0,4,0.925,0.33,2,1,29
7,1,1,4,0.7,0.392,2,1,30
7,0,0,4,0.907,0.358,2,1,31
7,1,1,4,0.535,0.331,2,1,32
7,0,0,4,0.848,0.351,2,1,33
7,0,0,4,0.641,0.404,1,1,34
7,1,1,4,0.72,0.396,2,1,35
7,0,0,4,0.656,0.417,1,1,36
7,0,1,4,0.702,1.125,2,0,1
7,1,1,4,0.618,0.382,2,1,2
7,0,0,4,0.748,0.392,1,1,3
7,0,0,4,0.966,0.433,2,1,4
7,0,0,4,0.613,0.344,2,1,5
7,1,1,4,0.638,0.396,2,1,6
7,0,0,4,0.745,0.356,1,1,7
7,0,0,4,0.658,0.343,2,1,8
7,1,1,4,0.723,0.43,2,1,9
7,0,0,4,0.635,0.322,2,1,10
7,1,1,4,0.662,0.238,2,1,11
7,0,0,4,0.626,0.358,1,1,12
7,1,1,4,0.698,0.352,1,1,13
7,1,1,4,0.692,0.439,2,1,14
7,0,0,4,0.666,0.481,2,1,15
7,1,1,4,0.735,0.331,1,1,16
7,0,0,4,0.688,0.395,2,1,17
7,1,1,4,0.648,0.352,1,1,18
7,0,1,4,1.472,0.326,2,0,19
7,0,0,4,0.667,0.349,1,1,20
7,1,1,4,0.811,1.138,1,1,21
7,1,0,4,0.924,0.384,1,0,22
7,0,0,4,0.78,0.34,1,1,23
7,1,1,4,0.683,0.39,2,1,24
7,1,1,4,0.775,0.372,2,1,25
7,0,0,4,1.322,0.392,1,1,26
7,1,1,4,1.048,0.386,1,1,27
7,0,0,4,0.819,0.348,1,1,28
7,1,1,4,0.822,0.346,1,1,29
7,1,1,4,0.937,0.327,1,1,30
7,1,1,4,0.812,0.338,2,1,31
7,0,0,3,0.977,0.973,1,1,32
7,1,1,3,1.067,0.459,2,1,33
7,1,0,3,0.667,0.348,1,0,34
7,0,0,3,1.599,0.438,1,1,35
7,0,0,3,0.847,0.46,2,1,36
7,0,0,4,0.738,0.462,1,1,1
7,0,0,4,0.719,0.325,1,1,2
7,0,0,4,0.811,0.373,2,1,3
7,0,0,4,0.765,0.319,1,1,4
7,1,0,4,1.657,0.461,1,0,5
7,1,1,4,0.65,0.35,2,1,6
7,1,1,4,0.842,0.348,2,1,7
7,1,1,4,0.643,0.374,1,1,8
7,0,0,4,0.662,0.304,2,1,9
7,1,1,4,0.807,0.143,1,1,10
7,1,1,4,1.242,0.341,1,1,11
7,1,1,4,0.717,0.395,2,1,12
7,1,1,4,0.758,0.373,1,1,13
7,1,1,4,0.777,0.372,2,1,14
7,1,1,4,0.758,0.341,1,1,15
7,0,1,4,0.972,0.375,2,0,16
7,0,0,4,0.668,0.349,1,1,17
7,1,1,4,0.782,0.352,1,1,18
7,0,0,4,0.719,0.387,2,1,19
7,0,0,4,0.681,0.42,1,1,20
7,0,0,3,0.95,0.716,1,1,21
7,1,0,4,0.878,0.388,2,0,22
7,0,0,4,0.851,0.531,2,1,23
7,1,1,4,0.64,0.359,2,1,24
7,0,0,4,1.062,0.353,2,1,25
7,1,0,4,0.839,0.395,2,0,26
7,1,1,4,0.757,0.325,1,1,27
7,0,0,4,0.655,0.32,1,1,28
7,0,0,4,0.881,0.387,2,1,29
7,0,0,4,0.854,0.392,1,1,30
7,0,0,4,0.86,0.389,1,1,31
7,0,0,4,0.854,0.397,2,1,32
7,0,0,4,0.947,0.387,2,1,33
7,1,0,4,0.958,0.374,2,0,34
7,1,1,4,2.096,0.486,1,1,35
7,1,1,4,0.868,0.362,2,1,36
4,0,0,3,1.272,0.402,1,1,1
4,1,1,4,1.474,0.388,1,1,2
4,1,1,3,1.812,0.413,2,1,3
4,1,1,3,1.217,0.648,1,1,4
4,0,0,4,1.245,0.556,2,1,5
4,1,1,3,1.703,0.329,1,1,6
4,1,1,3,1.187,0.364,2,1,7
4,1,1,3,1.391,0.299,1,1,8
4,0,0,4,1.512,0.304,1,1,9
4,1,1,3,1.174,0.666,2,1,10
4,1,1,4,1.466,0.351,1,1,11
4,1,1,3,1.261,0.623,2,1,12
4,0,0,4,1.231,0.352,1,1,13
4,0,0,4,1.196,0.637,2,1,14
4,1,1,3,1.386,0.465,2,1,15
4,1,1,4,1.412,0.374,2,1,16
4,0,0,4,1.214,0.337,1,1,17
4,1,1,3,1.192,0.482,1,1,18
4,0,0,4,1.204,0.346,1,1,19
4,0,0,3,1.263,0.531,2,1,20
4,1,1,3,1.72,0.497,2,1,21
4,0,0,4,1.593,0.302,1,1,22
4,1,1,3,1.987,0.392,2,1,23
4,0,0,2,1.275,0.409,2,1,24
4,0,0,3,1.193,0.624,1,1,25
4,0,0,4,1.309,0.345,2,1,26
4,1,1,3,1.38,0.344,1,1,27
4,0,0,3,1.238,0.396,2,1,28
4,1,1,3,1.123,0.372,1,1,29
4,0,0,4,1.326,0.374,2,1,30
4,0,0,3,1.361,0.483,2,1,31
4,0,0,3,1.447,0.337,1,1,32
4,0,0,3,1.169,0.48,1,1,33
4,0,0,4,1.267,0.466,2,1,34
4,1,1,3,1.605,0.397,2,1,35
4,1,1,4,1.348,0.435,1,1,36
1,1,1,4,1.1,0.531,2,1,1
1,1,0,4,2.181,0.349,2,0,2
1,1,0,4,1.179,0.332,2,0,3
1,1,0,4,1.383,0.418,2,0,4
1,1,1,4,1.16,0.388,2,1,5
1,1,1,4,1.431,0.606,2,1,6
1,1,0,4,1.127,0.385,2,0,7
1,1,1,4,1.117,0.274,2,1,8
1,1,0,4,1.297,0.654,2,0,9
1,1,1,4,0.511,0.332,1,1,10
1,1,1,3,1.035,0.251,1,1,11
1,1,1,3,0.993,0.65,1,1,12
1,1,1,3,0.834,0.859,1,1,13
1,1,1,3,0.834,0.95,1,1,14
1,1,1,3,1.251,0.489,1,1,15
1,1,0,2,0.861,0.719,1,0,16
1,1,1,3,0.894,0.453,1,1,17
1,1,0,3,0.934,0.324,1,0,18
1,0,0,4,0.991,0.256,2,1,19
1,0,0,4,1.067,0.277,2,1,20
1,0,0,4,0.817,0.605,2,1,21
1,0,1,4,1.094,0.334,2,0,22
1,0,0,3,0.861,1.463,2,1,23
1,0,0,4,1.127,0.487,2,1,24
1,0,0,4,0.917,0.398,2,1,25
1,0,0,4,0.834,0.322,2,1,26
1,0,1,4,1.214,0.279,2,0,27
1,0,0,4,1.371,1.348,1,1,28
1,0,0,3,0.911,0.339,1,1,29
1,0,0,3,1.064,0.347,1,1,30
1,0,0,2,1.117,0.368,1,1,31
1,0,0,3,0.811,0.366,1,1,32
1,0,1,4,1.147,0.255,1,0,33
1,0,0,2,1.7,0.415,1,1,34
1,0,0,3,0.86,0.524,1,1,35
1,0,1,3,1.458,0.502,1,0,36
1,1,1,4,0.994,0.613,2,1,1
1,1,1,4,0.894,0.979,2,1,2
1,1,1,4,1.734,0.581,2,1,3
1,1,0,4,1.044,0.301,2,0,4
1,1,1,2,1,0.628,2,1,5
1,1,1,3,1.079,0.552,2,1,6
1,1,1,4,0.945,0.289,2,1,7
1,1,1,4,1.057,0.419,2,1,8
1,1,1,2,1.544,0.614,2,1,9
1,1,1,3,0.794,0.457,1,1,10
1,1,1,2,1.047,0.653,1,1,11
1,1,1,2,0.998,0.512,1,1,12
1,1,0,4,2.25,0.764,1,0,13
1,1,0,2,1.517,0.949,1,0,14
1,1,1,3,1.284,0.369,1,1,15
1,1,1,3,0.876,0.431,1,1,16
1,1,1,4,1.101,0.929,1,1,17
1,1,1,3,1.142,0.339,1,1,18
1,0,0,4,1.177,0.525,2,1,19
1,0,0,4,0.984,0.483,2,1,20
1,0,0,4,1.567,0.319,2,1,21
1,0,1,3,1.164,0.633,2,0,22
1,0,0,4,1.017,0.34,2,1,23
1,0,0,4,0.846,0.568,2,1,24
1,0,0,3,0.861,0.651,2,1,25
1,0,0,4,0.784,0.44,2,1,26
1,0,0,3,0.841,0.201,2,1,27
1,0,0,4,0.767,0.831,1,1,28
1,0,0,2,0.95,0.789,1,1,29
1,0,0,3,1.164,0.948,1,1,30
1,0,0,3,1.231,0.792,1,1,31
1,0,0,4,0.834,0.439,1,1,32
1,0,0,3,1.384,0.348,1,1,33
1,0,0,3,0.974,1.142,1,1,34
1,0,0,2,0.8,0.664,1,1,35
1,0,0,3,0.878,1.01,1,1,36
1,1,1,4,1.124,0.309,2,1,1
1,1,1,4,1.374,0.31,2,1,2
1,1,1,4,1.284,0.531,2,1,3
1,1,1,4,1.034,0.294,2,1,4
1,1,0,4,1.167,0.315,2,0,5
1,1,0,3,1.567,0.321,2,0,6
1,1,1,4,0.951,0.3,2,1,7
1,1,1,3,1.124,0.379,2,1,8
1,1,1,4,0.934,0.574,2,1,9
1,1,1,4,1.097,0.318,1,1,10
1,1,1,3,0.981,1.184,1,1,11
1,1,1,4,1.1,0.416,1,1,12
1,1,1,4,1.023,0.617,1,1,13
1,1,1,4,0.993,0.532,1,1,14
1,1,0,3,1.15,0.785,1,0,15
1,1,1,2,1.111,0.664,1,1,16
1,1,0,4,1.694,0.625,1,0,17
1,1,0,3,1.346,0.97,1,0,18
1,0,0,4,1.111,0.299,2,1,19
1,0,0,4,1.208,0.62,2,1,20
1,0,0,4,1.008,0.338,2,1,21
1,0,0,4,1.167,0.324,2,1,22
1,0,0,4,1.217,0.323,2,1,23
1,0,0,2,1.827,1.275,2,1,24
1,0,0,4,1,0.373,2,1,25
1,0,0,3,1.161,0.284,2,1,26
1,0,0,3,1.563,1.015,2,1,27
1,0,0,4,1.327,0.338,1,1,28
1,0,0,3,1.108,0.433,1,1,29
1,0,0,2,1.214,0.488,1,1,30
1,0,0,4,1.214,0.386,1,1,31
1,0,0,3,2.234,0.392,1,1,32
1,0,0,3,1.042,0.395,1,1,33
1,0,0,4,1.151,0.344,1,1,34
1,0,0,3,1,0.32,1,1,35
1,0,0,3,1.334,0.391,1,1,36
1,1,1,4,1.391,0.357,2,1,1
1,1,0,4,1.184,0.339,2,0,2
1,1,1,4,1.013,0.554,2,1,3
1,1,1,4,1.059,0.534,2,1,4
1,1,1,4,1.063,0.387,2,1,5
1,1,0,4,1.251,0.137,2,0,6
1,1,1,4,1.334,0.491,2,1,7
1,1,1,4,1.1,0.366,2,1,8
1,1,1,4,1.376,0.598,2,1,9
1,1,1,4,1.097,0.343,1,1,10
1,1,1,3,1.017,0.46,1,1,11
1,1,1,4,1.864,0.318,1,1,12
1,1,1,4,1.1,0.506,1,1,13
1,1,1,3,1.114,0.965,1,1,14
1,1,1,4,1.175,0.37,1,1,15
1,1,1,4,1.139,0.292,1,1,16
1,1,0,4,1.229,0.326,1,0,17
1,1,1,4,1.111,1.03,1,1,18
1,0,0,4,1.257,0.519,2,1,19
1,0,0,4,1.094,0.525,2,1,20
1,0,0,3,1.091,0.361,2,1,21
1,0,0,3,1.28,1.34,2,1,22
1,0,0,4,1.777,0.843,2,1,23
1,0,0,4,1.331,0.6,2,1,24
1,0,0,4,1.217,0.323,2,1,25
1,0,0,4,1.181,0.371,2,1,26
1,0,0,4,1.24,0.338,2,1,27
1,0,0,3,1.442,0.627,1,1,28
1,0,0,4,1.197,0.627,1,1,29
1,0,0,3,1.298,0.74,1,1,30
1,0,0,4,1.5,0.342,1,1,31
1,0,0,4,2.017,0.951,1,1,32
1,0,0,4,2.061,1.117,1,1,33
1,0,0,4,1.577,0.384,1,1,34
1,0,0,3,1.209,0.524,1,1,35
1,0,0,3,1.344,0.339,1,1,36
3,1,1,3,0.817,0.366,2,1,1
3,1,1,3,0.717,0.995,2,1,2
3,1,0,3,2.127,0.365,2,0,3
3,1,1,3,1.493,0.455,2,1,4
3,1,1,3,0.957,0.324,2,1,5
3,1,1,3,0.896,0.412,2,1,6
3,1,1,3,1.714,0.296,2,1,7
3,1,1,2,0.927,0.419,2,1,8
3,1,1,3,0.984,0.273,2,1,9
3,1,0,4,1.134,0.558,1,0,10
3,1,1,3,1.127,0.433,1,1,11
3,1,1,3,1.041,0.501,1,1,12
3,1,1,3,0.893,1.083,1,1,13
3,1,0,3,1.277,1.306,1,0,14
3,1,0,3,1.217,0.719,1,0,15
3,1,1,3,1.167,0.579,1,1,16
3,1,0,3,0.901,0.463,1,0,17
3,1,1,3,0.834,0.276,1,1,18
3,0,0,3,0.877,0.411,2,1,19
3,0,0,3,1.011,0.358,2,1,20
3,0,0,3,0.851,0.651,2,1,21
3,0,1,3,1.191,0.323,2,0,22
3,0,0,3,0.9,0.667,2,1,23
3,0,0,2,1.167,0.836,2,1,24
3,0,0,3,0.979,0.297,2,1,25
3,0,0,3,0.929,1.764,2,1,26
3,0,1,3,1.284,0.343,2,0,27
3,0,0,3,0.834,0.252,1,1,28
3,0,1,3,0.945,0.622,1,0,29
3,0,0,3,0.927,0.5,1,1,30
3,0,0,2,0.83,0.995,1,1,31
3,0,0,3,1.064,0.629,1,1,32
3,0,0,3,0.829,0.528,1,1,33
3,0,0,3,0.984,0.317,1,1,34
3,0,0,3,0.984,0.348,1,1,35
3,0,0,3,0.861,0.265,1,1,36
3,1,1,3,1.05,0.765,2,1,1
3,1,0,3,1.044,0.279,2,0,2
3,1,0,3,1.011,1.026,2,0,3
3,1,0,2,0.811,1.341,2,0,4
3,1,1,3,0.951,0.794,2,1,5
3,1,1,4,1.117,0.253,2,1,6
3,1,1,3,1.251,0.395,2,1,7
3,1,0,3,1.057,0.432,2,0,8
3,1,1,3,1.057,1.377,2,1,9
3,1,1,3,1.034,0.276,1,1,10
3,1,1,4,0.934,0.811,1,1,11
3,1,1,3,0.974,0.309,1,1,12
3,1,0,3,1,0.279,1,0,13
3,1,0,3,1.084,0.994,1,0,14
3,1,0,3,1.284,1.044,1,0,15
3,1,1,3,0.8,0.311,1,1,16
3,1,1,3,0.963,0.484,1,1,17
3,1,1,3,1.267,1.516,1,1,18
3,0,0,4,1.018,0.622,2,1,19
3,0,0,3,1.915,0.762,2,1,20
3,0,0,3,0.917,0.553,2,1,21
3,0,0,3,0.817,0.368,2,1,22
3,0,1,3,1.098,0.529,2,0,23
3,0,0,3,1.28,0.56,2,1,24
3,0,0,3,1.117,0.252,2,1,25
3,0,0,4,0.95,1.209,2,1,26
3,0,0,4,0.901,0.787,2,1,27
3,0,0,4,0.934,0.442,1,1,28
3,0,0,3,0.867,0.296,1,1,29
3,0,0,3,0.945,1.008,1,1,30
3,0,1,3,1.217,0.323,1,0,31
3,0,0,3,1.824,0.34,1,1,32
3,0,0,3,1.117,0.481,1,1,33
3,0,0,3,1.344,0.466,1,1,34
3,0,0,3,0.823,0.279,1,1,35
3,0,0,4,0.846,0.227,1,1,36
3,1,1,3,1.026,1.028,2,1,1
3,1,1,3,0.869,0.368,2,1,2
3,1,1,3,0.796,0.224,2,1,3
3,1,1,3,0.928,0.34,2,1,4
3,1,0,3,1.123,0.447,2,0,5
3,1,0,3,1.923,0.703,2,0,6
3,1,0,3,1.059,0.288,2,0,7
3,1,1,3,1.015,0.719,2,1,8
3,1,0,2,2.351,0.386,2,0,9
3,1,0,2,1.297,0.336,1,0,10
3,1,0,3,1.084,0.459,1,0,11
3,1,1,2,2.399,0.693,1,1,12
3,1,0,3,1.181,0.989,1,0,13
3,1,1,3,1.172,0.684,1,1,14
3,1,1,3,0.871,0.34,1,1,15
3,1,1,2,0.92,0.371,1,1,16
3,1,1,3,1.168,0.578,1,1,17
3,1,0,3,1.331,0.292,1,0,18
3,0,0,3,0.977,0.464,2,1,19
3,0,0,3,1.042,0.493,2,1,20
3,0,0,3,2.152,1.149,2,1,21
3,0,0,3,0.784,0.117,2,1,22
3,0,0,3,0.838,0.211,2,1,23
3,0,0,2,1.413,0.546,2,1,24
3,0,0,3,0.858,0.249,2,1,25
3,0,0,3,1.021,0.25,2,1,26
3,0,1,3,2.064,0.709,2,0,27
